region,price,year,manufacturer,Domestic,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color
jacksonville,27500,2011,ford,1,excellent,8 cylinders,diesel,152965,automatic,4wd,full-size,truck,white
jacksonville,11900,2013,volkswagen,0,excellent,6 cylinders,diesel,160136,automatic,4wd,mid-size,SUV,blue
jacksonville,21900,2012,bmw,0,excellent,8 cylinders,gas,99825,automatic,rwd,full-size,convertible,silver
jacksonville,36495,2017,chevrolet,1,excellent,8 cylinders,gas,37473,automatic,4wd,full-size,truck,silver
jacksonville,34550,2019,chevrolet,1,excellent,8 cylinders,gas,42125,automatic,4wd,full-size,truck,white
jacksonville,45450,2019,chevrolet,1,new,8 cylinders,gas,9281,automatic,4wd,full-size,truck,blue
jacksonville,44995,2016,ford,1,excellent,8 cylinders,diesel,110066,automatic,4wd,full-size,truck,silver
jacksonville,87950,2007,ferrari,0,excellent,8 cylinders,gas,44250,automatic,rwd,compact,convertible,red
jacksonville,36950,2016,ram,1,like new,8 cylinders,gas,57505,automatic,4wd,full-size,truck,white
jacksonville,2500,1997,infiniti,0,good,6 cylinders,gas,187000,automatic,4wd,full-size,SUV,custom
jacksonville,8500,2000,nissan,0,good,6 cylinders,gas,180000,automatic,rwd,mid-size,pickup,black
jacksonville,4000,2002,ford,1,good,6 cylinders,gas,139020,automatic,rwd,mid-size,pickup,white
jacksonville,2500,2006,chevrolet,1,good,4 cylinders,gas,189123,automatic,fwd,compact,sedan,red
jacksonville,21312,2018,nissan,0,excellent,8 cylinders,gas,112300,automatic,rwd,full-size,truck,white
jacksonville,3300,1999,ford,1,good,6 cylinders,gas,166456,automatic,rwd,full-size,pickup,custom
jacksonville,4995,2010,buick,1,good,6 cylinders,gas,108456,automatic,fwd,full-size,sedan,brown
jacksonville,8995,2016,dodge,1,excellent,6 cylinders,gas,133103,automatic,fwd,full-size,van,silver
jacksonville,11995,2013,mazda,0,excellent,6 cylinders,gas,127439,automatic,fwd,full-size,SUV,grey
jacksonville,13450,2012,ford,1,excellent,8 cylinders,gas,106491,automatic,rwd,full-size,truck,green
jacksonville,13950,2009,audi,0,good,4 cylinders,gas,136573,automatic,4wd,mid-size,coupe,black
jacksonville,20800,2005,ram,1,excellent,10 cylinders,gas,142000,automatic,rwd,full-size,truck,red
jacksonville,5300,2006,mini,0,good,4 cylinders,gas,101500,automatic,fwd,compact,hatchback,blue
jacksonville,4900,2007,mercedes-benz,0,excellent,6 cylinders,gas,144323,automatic,rwd,mid-size,sedan,black
jacksonville,12995,2008,ford,1,excellent,8 cylinders,gas,128415,automatic,rwd,full-size,SUV,white
jacksonville,5500,2007,mitsubishi,0,good,4 cylinders,gas,71300,manual,fwd,compact,coupe,grey
jacksonville,5500,2013,fiat,0,good,4 cylinders,gas,58760,manual,fwd,compact,hatchback,red
jacksonville,19900,2008,ford,1,excellent,8 cylinders,diesel,160658,automatic,4wd,full-size,truck,grey
jacksonville,13900,2014,lincoln,1,excellent,4 cylinders,gas,102473,automatic,fwd,full-size,sedan,black
jacksonville,12900,2007,mercedes-benz,0,excellent,8 cylinders,gas,100194,automatic,4wd,full-size,sedan,silver
jacksonville,12900,2008,cadillac,1,excellent,8 cylinders,gas,143684,automatic,rwd,full-size,SUV,blue
jacksonville,11799,2007,mercedes-benz,0,excellent,8 cylinders,gas,117816,automatic,4wd,full-size,SUV,white
jacksonville,4900,2005,toyota,0,excellent,4 cylinders,gas,126626,automatic,fwd,full-size,sedan,silver
jacksonville,13900,2012,ford,1,excellent,8 cylinders,gas,114484,automatic,rwd,full-size,SUV,black
jacksonville,8900,2011,volvo,0,excellent,6 cylinders,gas,102100,automatic,fwd,full-size,SUV,red
jacksonville,14500,2015,hyundai,0,excellent,4 cylinders,gas,41500,automatic,fwd,full-size,sedan,white
jacksonville,3499,2009,chevrolet,1,excellent,4 cylinders,gas,165000,automatic,fwd,mid-size,sedan,white
jacksonville,3500,2006,honda,0,excellent,6 cylinders,gas,134000,automatic,fwd,full-size,SUV,black
jacksonville,3500,2010,chevrolet,1,excellent,4 cylinders,gas,134000,automatic,fwd,full-size,sedan,silver
jacksonville,4435,2010,volkswagen,0,good,5 cylinders,gas,126573,automatic,fwd,mid-size,sedan,black
jacksonville,2500,2002,ford,1,good,8 cylinders,gas,260000,automatic,rwd,full-size,truck,green
jacksonville,12000,1996,chevrolet,1,like new,8 cylinders,gas,160000,automatic,rwd,full-size,other,red
jacksonville,4600,2008,acura,0,good,6 cylinders,gas,141225,automatic,fwd,mid-size,SUV,purple
jacksonville,5750,2009,honda,0,good,6 cylinders,gas,173000,automatic,fwd,full-size,mini-van,silver
jacksonville,34950,2016,chevrolet,1,excellent,8 cylinders,gas,37296,automatic,4wd,full-size,truck,black
jacksonville,6500,2012,mini,0,excellent,4 cylinders,gas,105000,automatic,fwd,compact,hatchback,black
jacksonville,3000,2011,mini,0,good,4 cylinders,gas,130000,automatic,fwd,compact,coupe,silver
jacksonville,1999,2003,ford,1,good,4 cylinders,gas,180000,automatic,fwd,full-size,sedan,red
jacksonville,19900,2017,nissan,0,good,8 cylinders,gas,49508,automatic,rwd,full-size,truck,white
jacksonville,14900,2013,ford,1,excellent,6 cylinders,gas,125338,automatic,fwd,full-size,SUV,black
jacksonville,4900,2006,honda,0,good,4 cylinders,gas,135400,automatic,fwd,compact,coupe,blue
jacksonville,6000,2011,chrysler,1,good,6 cylinders,gas,144000,automatic,fwd,full-size,mini-van,black
jacksonville,15000,2004,cadillac,1,like new,8 cylinders,gas,93000,automatic,4wd,full-size,truck,white
jacksonville,16499,2010,bmw,0,excellent,8 cylinders,gas,65000,automatic,rwd,mid-size,coupe,grey
jacksonville,28750,2014,chevrolet,1,excellent,8 cylinders,gas,91184,automatic,4wd,full-size,truck,black
jacksonville,9950,2008,ford,1,like new,8 cylinders,gas,142310,automatic,4wd,full-size,pickup,black
jacksonville,14995,2015,jeep,1,excellent,4 cylinders,gas,63411,automatic,fwd,full-size,SUV,black
jacksonville,21999,2019,nissan,0,excellent,4 cylinders,gas,21855,automatic,rwd,full-size,SUV,silver
jacksonville,34999,2015,infiniti,0,excellent,8 cylinders,gas,40561,automatic,4wd,full-size,SUV,custom
jacksonville,12900,2007,mercedes-benz,0,excellent,8 cylinders,gas,113113,automatic,4wd,full-size,SUV,silver
jacksonville,13900,2010,lincoln,1,excellent,8 cylinders,gas,122311,automatic,rwd,full-size,SUV,black
jacksonville,20900,2008,ford,1,excellent,8 cylinders,diesel,185527,automatic,4wd,full-size,truck,black
jacksonville,17900,2011,bmw,0,excellent,8 cylinders,gas,72513,automatic,4wd,full-size,sedan,white
jacksonville,14900,2014,cadillac,1,excellent,4 cylinders,gas,89754,automatic,rwd,full-size,sedan,black
jacksonville,11900,2014,dodge,1,excellent,6 cylinders,gas,114336,automatic,rwd,full-size,sedan,blue
jacksonville,19900,2005,chevrolet,1,excellent,8 cylinders,gas,51715,automatic,rwd,full-size,coupe,silver
jacksonville,8900,2013,volkswagen,0,excellent,4 cylinders,gas,99508,automatic,fwd,full-size,coupe,black
jacksonville,11900,2014,mini,0,excellent,4 cylinders,gas,71496,automatic,fwd,compact,coupe,red
jacksonville,24900,2014,chevrolet,1,excellent,8 cylinders,gas,96069,automatic,4wd,full-size,truck,brown
jacksonville,18900,2010,lexus,0,excellent,8 cylinders,gas,113630,automatic,4wd,full-size,SUV,white
jacksonville,26980,2014,ford,1,excellent,8 cylinders,diesel,147337,automatic,4wd,full-size,truck,white
jacksonville,2499,2006,pontiac,1,excellent,6 cylinders,gas,117000,automatic,fwd,mid-size,sedan,silver
lakeland,22990,2015,mercedes-benz,0,excellent,4 cylinders,diesel,96506,automatic,rwd,full-size,wagon,white
lakeland,4500,2000,toyota,0,good,8 cylinders,gas,226046,automatic,rwd,full-size,pickup,red
lakeland,7500,2002,toyota,0,excellent,8 cylinders,gas,162144,automatic,rwd,full-size,pickup,white
lakeland,900,1979,buick,1,fair,8 cylinders,gas,103000,automatic,fwd,full-size,coupe,grey
lakeland,14990,2006,ford,1,good,8 cylinders,diesel,205182,automatic,4wd,full-size,truck,blue
lakeland,85,2009,honda,0,good,6 cylinders,gas,91056,automatic,fwd,full-size,van,blue
lakeland,85,2011,toyota,0,good,4 cylinders,gas,113438,automatic,fwd,mid-size,sedan,green
lakeland,85,2008,ford,1,good,8 cylinders,gas,159960,automatic,4wd,full-size,truck,blue
lakeland,85,2012,ford,1,good,4 cylinders,gas,152228,automatic,fwd,mid-size,sedan,red
lakeland,3100,2007,chevrolet,1,good,4 cylinders,gas,135000,automatic,fwd,compact,sedan,white
north central FL,2000,1999,chevrolet,1,excellent,8 cylinders,gas,174000,automatic,rwd,full-size,pickup,white
north central FL,2900,2005,chevrolet,1,excellent,6 cylinders,gas,126000,automatic,rwd,mid-size,SUV,black
north central FL,2000,2007,chevrolet,1,excellent,8 cylinders,gas,174000,automatic,rwd,full-size,van,white
north central FL,2999,1995,ford,1,good,6 cylinders,gas,150000,automatic,rwd,full-size,truck,red
ocala,31999,2016,ram,1,like new,6 cylinders,gas,26100,automatic,4wd,full-size,pickup,red
ocala,18500,2016,ford,1,like new,8 cylinders,diesel,71000,automatic,4wd,full-size,truck,white
ocala,2000,2008,chevrolet,1,good,8 cylinders,gas,172000,automatic,rwd,full-size,van,white
ocala,6900,1999,chevrolet,1,good,8 cylinders,gas,170000,automatic,rwd,full-size,truck,white
ocala,1500,2002,chevrolet,1,good,8 cylinders,gas,170000,automatic,rwd,full-size,SUV,grey
ocala,5500,2010,chrysler,1,good,6 cylinders,gas,90113,automatic,fwd,mid-size,convertible,white
ocala,49990,2018,ford,1,excellent,8 cylinders,diesel,40657,automatic,4wd,full-size,pickup,white
ocala,20990,2013,lexus,0,excellent,6 cylinders,gas,108684,automatic,4wd,full-size,sedan,grey
ocala,3500,2005,ford,1,good,4 cylinders,gas,145479,automatic,fwd,mid-size,SUV,blue
ocala,3500,2008,kia,0,good,4 cylinders,gas,137918,automatic,fwd,compact,sedan,blue
ocala,6950,2013,mitsubishi,0,excellent,4 cylinders,gas,113945,automatic,fwd,sub-compact,SUV,grey
ocala,8950,2011,gmc,1,excellent,4 cylinders,gas,130465,automatic,fwd,mid-size,SUV,red
ocala,3699,2004,volvo,0,excellent,5 cylinders,gas,101256,automatic,fwd,mid-size,convertible,grey
ocala,28990,2017,lexus,0,excellent,4 cylinders,gas,35339,automatic,fwd,full-size,SUV,white
ocala,1750,1997,chevrolet,1,good,6 cylinders,gas,163000,automatic,4wd,mid-size,SUV,green
ocala,31990,2017,lexus,0,excellent,4 cylinders,gas,40149,automatic,rwd,compact,coupe,black
ocala,22990,2016,bmw,0,excellent,4 cylinders,gas,69998,automatic,rwd,compact,convertible,white
ocala,4600,2004,chevrolet,1,excellent,6 cylinders,gas,54000,automatic,fwd,mid-size,sedan,white
ocala,9300,2015,toyota,0,excellent,4 cylinders,gas,20800,automatic,fwd,compact,hatchback,silver
ocala,1500,1994,ford,1,good,4 cylinders,gas,208475,automatic,fwd,full-size,van,grey
ocala,28999,2016,chevrolet,1,excellent,8 cylinders,gas,87191,automatic,4wd,full-size,truck,custom
ocala,10995,2014,jeep,1,excellent,6 cylinders,gas,151857,automatic,fwd,full-size,SUV,brown
ocala,11999,2015,kia,0,excellent,4 cylinders,gas,70873,automatic,fwd,full-size,sedan,grey
ocala,12999,2016,kia,0,excellent,4 cylinders,gas,49454,automatic,fwd,mid-size,hatchback,grey
okaloosa / walton,29500,2017,ford,1,like new,8 cylinders,gas,44713,automatic,rwd,compact,coupe,silver
okaloosa / walton,7500,1995,ram,1,excellent,8 cylinders,gas,98000,automatic,4wd,full-size,SUV,black
okaloosa / walton,6850,2002,toyota,0,excellent,8 cylinders,gas,208397,automatic,rwd,full-size,pickup,black
okaloosa / walton,7500,2006,chevrolet,1,good,8 cylinders,gas,142000,automatic,rwd,full-size,SUV,blue
okaloosa / walton,3800,1997,nissan,0,good,4 cylinders,gas,199000,manual,rwd,compact,truck,green
okaloosa / walton,8900,2008,lexus,0,excellent,6 cylinders,gas,156000,automatic,fwd,full-size,SUV,grey
okaloosa / walton,16495,2012,mercedes-benz,0,good,6 cylinders,gas,237439,automatic,rwd,full-size,van,white
okaloosa / walton,17995,2010,toyota,0,good,6 cylinders,gas,113695,automatic,rwd,full-size,truck,brown
okaloosa / walton,22995,2016,honda,0,good,6 cylinders,gas,101976,automatic,fwd,full-size,van,white
okaloosa / walton,24995,2014,chevrolet,1,good,8 cylinders,gas,128010,automatic,4wd,full-size,truck,blue
okaloosa / walton,10995,2009,lexus,0,good,6 cylinders,gas,135531,automatic,4wd,full-size,SUV,silver
okaloosa / walton,10995,2007,chevrolet,1,good,8 cylinders,gas,206671,automatic,rwd,full-size,truck,silver
okaloosa / walton,7995,2006,honda,0,good,4 cylinders,gas,142911,manual,4wd,full-size,SUV,silver
okaloosa / walton,24995,2015,gmc,1,good,8 cylinders,gas,129699,automatic,rwd,full-size,truck,grey
okaloosa / walton,18995,2013,toyota,0,good,6 cylinders,gas,166509,automatic,rwd,full-size,truck,black
okaloosa / walton,14680,2019,nissan,0,excellent,4 cylinders,gas,14164,automatic,fwd,compact,sedan,white
okaloosa / walton,9180,2015,kia,0,excellent,4 cylinders,gas,90670,automatic,fwd,mid-size,SUV,brown
okaloosa / walton,11500,2009,ford,1,excellent,8 cylinders,gas,163679,automatic,4wd,full-size,truck,white
okaloosa / walton,6999,2007,ford,1,excellent,6 cylinders,gas,111152,automatic,4wd,mid-size,SUV,white
okaloosa / walton,10995,2016,kia,0,excellent,4 cylinders,gas,84779,automatic,fwd,compact,sedan,black
okaloosa / walton,6995,2003,ford,1,excellent,8 cylinders,gas,149051,automatic,rwd,full-size,truck,blue
okaloosa / walton,11480,2013,ford,1,excellent,8 cylinders,gas,156300,automatic,fwd,full-size,truck,silver
okaloosa / walton,9500,2011,ford,1,excellent,8 cylinders,gas,173887,automatic,rwd,full-size,SUV,white
okaloosa / walton,22990,2014,chevrolet,1,excellent,8 cylinders,gas,75206,automatic,rwd,full-size,truck,black
okaloosa / walton,10995,2014,dodge,1,excellent,4 cylinders,gas,93267,automatic,fwd,full-size,SUV,grey
okaloosa / walton,6995,2008,dodge,1,excellent,6 cylinders,gas,132148,automatic,rwd,mid-size,sedan,black
okaloosa / walton,7995,2012,dodge,1,excellent,6 cylinders,gas,97381,automatic,fwd,full-size,van,silver
okaloosa / walton,9995,2014,dodge,1,excellent,4 cylinders,gas,60592,automatic,fwd,compact,sedan,white
okaloosa / walton,8680,2012,mazda,0,excellent,4 cylinders,gas,69330,automatic,fwd,compact,sedan,grey
okaloosa / walton,25995,2015,chevrolet,1,good,8 cylinders,gas,174699,automatic,4wd,full-size,truck,white
okaloosa / walton,6995,2008,ford,1,good,4 cylinders,gas,93982,automatic,fwd,full-size,SUV,silver
okaloosa / walton,18995,2012,dodge,1,good,6 cylinders,gas,114733,automatic,fwd,full-size,van,grey
okaloosa / walton,9995,2013,ford,1,good,4 cylinders,gas,115067,automatic,fwd,full-size,SUV,grey
okaloosa / walton,7995,2012,chevrolet,1,excellent,6 cylinders,gas,97406,automatic,fwd,mid-size,SUV,brown
okaloosa / walton,7995,2015,chevrolet,1,excellent,4 cylinders,gas,94716,automatic,fwd,compact,hatchback,white
okaloosa / walton,10995,2016,chevrolet,1,excellent,4 cylinders,gas,86330,automatic,fwd,compact,sedan,black
okaloosa / walton,26900,2015,jeep,1,excellent,6 cylinders,gas,61478,automatic,4wd,mid-size,SUV,red
orlando,2800,2008,chrysler,1,good,6 cylinders,gas,209000,automatic,fwd,mid-size,sedan,silver
orlando,500,2019,nissan,0,excellent,4 cylinders,other,19745,automatic,fwd,compact,sedan,black
orlando,5200,1989,chevrolet,1,good,8 cylinders,gas,100000,automatic,rwd,full-size,pickup,blue
orlando,7950,2008,cadillac,1,good,6 cylinders,gas,124600,automatic,fwd,mid-size,wagon,white
orlando,799,2019,nissan,0,excellent,4 cylinders,other,37262,automatic,fwd,compact,SUV,grey
orlando,999,2018,toyota,0,excellent,4 cylinders,other,41032,automatic,fwd,compact,sedan,grey
orlando,1000,2019,toyota,0,excellent,4 cylinders,other,50453,automatic,fwd,compact,sedan,white
orlando,11995,2014,mercedes-benz,0,like new,4 cylinders,gas,92109,automatic,rwd,mid-size,sedan,black
orlando,3500,2005,toyota,0,good,4 cylinders,gas,99800,automatic,fwd,compact,sedan,green
orlando,15000,2013,honda,0,like new,6 cylinders,gas,45000,automatic,fwd,compact,sedan,custom
orlando,3995,2009,kia,0,excellent,4 cylinders,gas,187903,automatic,fwd,full-size,SUV,brown
orlando,3200,2004,toyota,0,good,4 cylinders,gas,98062,automatic,fwd,compact,hatchback,black
orlando,6600,2011,toyota,0,excellent,4 cylinders,gas,117000,automatic,fwd,full-size,sedan,silver
orlando,2950,2005,gmc,1,good,6 cylinders,gas,235730,automatic,rwd,full-size,SUV,blue
orlando,14500,1998,chevrolet,1,good,8 cylinders,gas,103000,automatic,rwd,mid-size,coupe,silver
orlando,4600,2010,mercury,1,excellent,4 cylinders,gas,182296,automatic,fwd,compact,sedan,white
orlando,4950,2004,jaguar,0,excellent,8 cylinders,gas,106220,automatic,rwd,mid-size,sedan,black
orlando,1750,2005,nissan,0,good,6 cylinders,gas,164675,automatic,rwd,full-size,SUV,black
orlando,2450,1993,dodge,1,good,4 cylinders,gas,272025,manual,fwd,sub-compact,hatchback,red
orlando,13900,2016,subaru,0,like new,4 cylinders,gas,24200,manual,4wd,mid-size,sedan,grey
orlando,2000,2010,volkswagen,0,good,4 cylinders,gas,75000,automatic,fwd,mid-size,sedan,silver
orlando,2600,2004,chevrolet,1,good,6 cylinders,gas,147000,automatic,fwd,full-size,sedan,grey
orlando,3900,2009,chevrolet,1,excellent,6 cylinders,gas,122186,automatic,fwd,mid-size,sedan,black
orlando,37999,2011,ford,1,excellent,8 cylinders,diesel,69123,automatic,4wd,full-size,truck,black
orlando,999,2018,toyota,0,excellent,4 cylinders,other,50465,automatic,fwd,compact,SUV,black
orlando,6300,2001,chevrolet,1,good,8 cylinders,gas,183000,automatic,rwd,full-size,van,brown
orlando,1000,2007,mercury,1,good,8 cylinders,gas,117403,automatic,fwd,full-size,sedan,silver
orlando,1995,2014,infiniti,0,good,6 cylinders,gas,57189,automatic,rwd,compact,coupe,black
orlando,7900,2007,mercedes-benz,0,excellent,8 cylinders,gas,157000,automatic,4wd,full-size,SUV,silver
orlando,2800,2007,honda,0,fair,4 cylinders,gas,152000,automatic,fwd,mid-size,coupe,black
orlando,3000,2009,subaru,0,good,4 cylinders,gas,80497,manual,4wd,mid-size,sedan,black
orlando,1500,2008,nissan,0,good,8 cylinders,gas,173194,automatic,rwd,full-size,SUV,grey
orlando,16450,2015,audi,0,like new,4 cylinders,diesel,15367,automatic,fwd,mid-size,sedan,black
orlando,3000,2013,lexus,0,good,6 cylinders,gas,96091,automatic,rwd,full-size,sedan,silver
orlando,8950,2013,volkswagen,0,excellent,4 cylinders,diesel,38993,automatic,fwd,mid-size,sedan,blue
orlando,6550,2014,dodge,1,excellent,4 cylinders,gas,100884,automatic,fwd,full-size,sedan,white
orlando,12500,2016,toyota,0,good,4 cylinders,gas,60000,automatic,fwd,full-size,sedan,silver
orlando,6995,2007,buick,1,excellent,6 cylinders,gas,79305,automatic,fwd,mid-size,sedan,white
orlando,6995,2010,hyundai,0,excellent,4 cylinders,gas,110528,automatic,fwd,compact,sedan,silver
orlando,1950,2003,bmw,0,good,6 cylinders,gas,198000,automatic,rwd,mid-size,sedan,white
orlando,6750,2008,nissan,0,excellent,6 cylinders,gas,136900,automatic,rwd,mid-size,SUV,black
orlando,10995,2014,hyundai,0,excellent,4 cylinders,gas,98274,automatic,fwd,mid-size,SUV,orange
orlando,8995,2012,acura,0,excellent,4 cylinders,gas,100574,automatic,fwd,compact,sedan,white
orlando,15999,2013,buick,1,excellent,6 cylinders,gas,87000,automatic,fwd,full-size,SUV,black
orlando,8995,2012,bmw,0,excellent,6 cylinders,gas,115870,automatic,4wd,compact,coupe,blue
orlando,8250,2000,nissan,0,excellent,6 cylinders,gas,180000,manual,4wd,full-size,pickup,green
orlando,5800,1986,jeep,1,good,6 cylinders,gas,86000,manual,4wd,mid-size,offroad,yellow
