,region,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
53302,tampa bay area,22990,2015.0,mercedes-benz,excellent,4 cylinders,diesel,96506.0,clean,automatic,rwd,full-size,wagon,white
53432,tampa bay area,15000,2005.0,toyota,excellent,6 cylinders,gas,90955.0,clean,manual,rwd,mid-size,truck,black
53493,tampa bay area,7300,2008.0,honda,good,4 cylinders,gas,120000.0,clean,automatic,fwd,full-size,SUV,blue
53558,tampa bay area,4500,2006.0,mercedes-benz,excellent,6 cylinders,gas,107773.0,clean,automatic,rwd,full-size,sedan,blue
53579,tampa bay area,1900,2005.0,nissan,good,4 cylinders,gas,181000.0,clean,automatic,fwd,compact,sedan,black
53614,tampa bay area,4950,2011.0,dodge,like new,6 cylinders,gas,138539.0,clean,automatic,fwd,mid-size,mini-van,white
53659,tampa bay area,1000,2002.0,buick,salvage,6 cylinders,gas,180000.0,clean,automatic,4wd,full-size,SUV,brown
53687,tampa bay area,22000,2016.0,bmw,excellent,4 cylinders,gas,25800.0,clean,automatic,4wd,mid-size,sedan,black
53702,tampa bay area,19768,2018.0,dodge,like new,6 cylinders,gas,53421.0,clean,automatic,rwd,full-size,sedan,grey
53726,tampa bay area,5800,2008.0,gmc,excellent,6 cylinders,gas,145000.0,clean,automatic,4wd,mid-size,SUV,purple
53729,tampa bay area,49990,2018.0,ford,excellent,8 cylinders,diesel,40657.0,clean,automatic,4wd,full-size,pickup,white
53740,tampa bay area,26995,2016.0,dodge,like new,8 cylinders,gas,46439.0,clean,automatic,rwd,full-size,coupe,black
53745,tampa bay area,6000,2004.0,chevrolet,good,6 cylinders,gas,117785.0,clean,automatic,4wd,mid-size,SUV,white
53753,tampa bay area,15990,2016.0,kia,excellent,6 cylinders,gas,66933.0,clean,automatic,fwd,full-size,sedan,white
53770,tampa bay area,13990,2013.0,kia,excellent,4 cylinders,gas,41696.0,clean,automatic,4wd,full-size,SUV,silver
53808,tampa bay area,55246,2016.0,dodge,like new,8 cylinders,gas,7962.0,clean,automatic,rwd,full-size,coupe,custom
53830,tampa bay area,13590,2012.0,buick,like new,6 cylinders,gas,49764.0,clean,automatic,fwd,mid-size,sedan,silver
53835,tampa bay area,2598,2007.0,pontiac,excellent,4 cylinders,gas,159467.0,clean,automatic,rwd,mid-size,coupe,blue
53844,tampa bay area,4900,2004.0,nissan,excellent,8 cylinders,gas,153000.0,clean,automatic,4wd,full-size,SUV,blue
53851,tampa bay area,3500,2006.0,honda,good,4 cylinders,gas,230000.0,clean,automatic,4wd,full-size,SUV,black
53861,tampa bay area,13400,2018.0,ford,like new,4 cylinders,gas,16300.0,clean,automatic,fwd,full-size,SUV,silver
53869,tampa bay area,36900,2017.0,ram,like new,8 cylinders,gas,40350.0,clean,automatic,4wd,full-size,truck,grey
53907,tampa bay area,15990,2016.0,toyota,excellent,4 cylinders,gas,91040.0,clean,automatic,fwd,full-size,SUV,grey
53909,tampa bay area,18990,2013.0,lexus,excellent,6 cylinders,gas,108684.0,clean,automatic,4wd,full-size,sedan,grey
53949,tampa bay area,10995,2016.0,kia,like new,4 cylinders,gas,26361.0,clean,automatic,fwd,compact,sedan,grey
53958,tampa bay area,7295,2013.0,volkswagen,excellent,4 cylinders,diesel,105250.0,clean,automatic,fwd,mid-size,sedan,silver
53962,tampa bay area,14495,2018.0,chevrolet,like new,4 cylinders,gas,46950.0,clean,automatic,fwd,mid-size,SUV,red
53964,tampa bay area,12295,2014.0,kia,excellent,6 cylinders,gas,89890.0,clean,automatic,fwd,mid-size,SUV,white
54015,tampa bay area,4800,2010.0,toyota,good,4 cylinders,hybrid,208000.0,clean,automatic,rwd,compact,hatchback,white
54096,tampa bay area,8799,1999.0,mazda,excellent,4 cylinders,gas,61500.0,clean,manual,rwd,sub-compact,convertible,black
54115,tampa bay area,25000,2016.0,jeep,excellent,6 cylinders,gas,14500.0,rebuilt,manual,4wd,full-size,other,green
54171,tampa bay area,18250,2015.0,cadillac,good,6 cylinders,gas,64291.0,clean,automatic,fwd,compact,SUV,black
54188,tampa bay area,4000,2005.0,honda,excellent,6 cylinders,gas,169085.0,clean,automatic,fwd,mid-size,sedan,grey
54189,tampa bay area,1700,2005.0,dodge,good,4 cylinders,gas,155220.0,clean,automatic,fwd,compact,sedan,red
54191,tampa bay area,1500,2003.0,hyundai,good,4 cylinders,gas,171000.0,clean,automatic,fwd,compact,sedan,yellow
54200,tampa bay area,2500,1999.0,buick,good,6 cylinders,gas,81000.0,clean,automatic,fwd,full-size,sedan,brown
54211,tampa bay area,6495,2006.0,toyota,good,4 cylinders,gas,135500.0,clean,automatic,fwd,mid-size,sedan,brown
54302,tampa bay area,1350,1999.0,chrysler,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,full-size,mini-van,white
54307,tampa bay area,3700,2009.0,honda,excellent,4 cylinders,gas,175000.0,clean,manual,fwd,mid-size,sedan,blue
54318,tampa bay area,57650,2019.0,gmc,like new,8 cylinders,gas,22590.0,clean,automatic,4wd,full-size,pickup,blue
54322,tampa bay area,23999,2014.0,toyota,excellent,6 cylinders,gas,41000.0,clean,automatic,fwd,full-size,truck,white
54380,tampa bay area,19900,2015.0,ford,like new,6 cylinders,gas,8403.0,clean,automatic,rwd,full-size,coupe,custom
54424,tampa bay area,1399,2000.0,cadillac,good,8 cylinders,gas,127609.0,clean,automatic,rwd,full-size,sedan,silver
54431,tampa bay area,28990,2017.0,lexus,excellent,4 cylinders,gas,35339.0,clean,automatic,fwd,full-size,SUV,white
54439,tampa bay area,11900,2000.0,ford,excellent,6 cylinders,gas,134390.0,clean,manual,rwd,full-size,pickup,red
54442,tampa bay area,1699,2005.0,ford,good,4 cylinders,gas,194940.0,clean,automatic,fwd,compact,hatchback,silver
54459,tampa bay area,11500,2011.0,ford,excellent,8 cylinders,gas,166.0,clean,automatic,rwd,full-size,pickup,white
54461,tampa bay area,6900,2010.0,dodge,like new,6 cylinders,gas,108529.0,clean,automatic,fwd,full-size,SUV,silver
54473,tampa bay area,6499,2016.0,nissan,excellent,4 cylinders,gas,145473.0,clean,automatic,fwd,full-size,sedan,blue
54481,tampa bay area,12000,1987.0,chevrolet,like new,8 cylinders,gas,30000.0,clean,automatic,rwd,mid-size,coupe,red
54511,tampa bay area,10500,2008.0,chevrolet,excellent,8 cylinders,gas,115000.0,clean,automatic,rwd,compact,SUV,blue
54543,tampa bay area,26500,2011.0,ford,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
54549,tampa bay area,26500,2011.0,ford,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
54552,tampa bay area,33900,2015.0,chevrolet,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
54556,tampa bay area,33900,2015.0,chevrolet,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
54559,tampa bay area,27500,2011.0,ford,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
54601,tampa bay area,31990,2017.0,lexus,excellent,4 cylinders,gas,40149.0,clean,automatic,rwd,compact,coupe,black
54604,tampa bay area,1800,2012.0,hyundai,like new,4 cylinders,gas,139661.0,clean,automatic,fwd,mid-size,sedan,red
54605,tampa bay area,2300,2003.0,ford,good,8 cylinders,gas,280000.0,clean,automatic,rwd,full-size,truck,red
54609,tampa bay area,1900,2013.0,hyundai,like new,4 cylinders,gas,90034.0,clean,automatic,fwd,mid-size,sedan,red
54624,tampa bay area,15990,2015.0,lexus,excellent,4 cylinders,hybrid,71319.0,clean,automatic,fwd,full-size,hatchback,white
54625,tampa bay area,19200,1971.0,chevrolet,good,8 cylinders,gas,56000.0,clean,automatic,rwd,full-size,truck,custom
54644,tampa bay area,13900,2013.0,ford,like new,6 cylinders,gas,55000.0,clean,automatic,4wd,mid-size,SUV,grey
54659,tampa bay area,7499,2010.0,mercedes-benz,excellent,6 cylinders,gas,104641.0,clean,automatic,rwd,full-size,sedan,black
54660,tampa bay area,5450,2006.0,honda,excellent,6 cylinders,gas,136108.0,clean,automatic,fwd,mid-size,mini-van,custom
54661,tampa bay area,5499,2007.0,mini,excellent,4 cylinders,gas,111029.0,clean,manual,fwd,full-size,hatchback,green
54672,tampa bay area,2799,2002.0,nissan,excellent,6 cylinders,gas,2000000.0,clean,automatic,fwd,mid-size,SUV,silver
54674,tampa bay area,21995,2016.0,ford,excellent,6 cylinders,gas,62933.0,clean,automatic,fwd,mid-size,SUV,grey
54680,tampa bay area,29995,2016.0,ford,excellent,6 cylinders,gas,48740.0,clean,automatic,rwd,full-size,truck,grey
54681,tampa bay area,27995,2017.0,ford,excellent,6 cylinders,gas,86265.0,clean,automatic,rwd,full-size,truck,silver
54707,tampa bay area,21990,2017.0,mercedes-benz,excellent,4 cylinders,gas,78351.0,clean,automatic,fwd,mid-size,SUV,white
54723,tampa bay area,29990,2019.0,ram,excellent,6 cylinders,gas,32698.0,clean,automatic,rwd,full-size,pickup,white
54727,tampa bay area,10990,2016.0,honda,excellent,4 cylinders,gas,142169.0,clean,automatic,fwd,full-size,sedan,grey
54729,tampa bay area,5695,2007.0,chevrolet,excellent,6 cylinders,gas,119100.0,clean,automatic,fwd,full-size,sedan,custom
54743,tampa bay area,4550,2002.0,buick,like new,6 cylinders,gas,49936.0,clean,automatic,fwd,mid-size,sedan,grey
54747,tampa bay area,3550,2007.0,saturn,like new,4 cylinders,gas,103000.0,clean,automatic,fwd,mid-size,SUV,grey
54761,tampa bay area,6850,2009.0,pontiac,like new,6 cylinders,gas,147447.0,clean,automatic,rwd,mid-size,sedan,white
54764,tampa bay area,6850,2005.0,lexus,like new,6 cylinders,gas,139980.0,clean,automatic,fwd,mid-size,SUV,silver
54765,tampa bay area,3550,2007.0,chrysler,like new,4 cylinders,gas,94000.0,clean,automatic,fwd,sub-compact,convertible,silver
54784,tampa bay area,7900,2008.0,chevrolet,like new,8 cylinders,gas,208995.0,clean,automatic,4wd,full-size,SUV,brown
54801,tampa bay area,795,2008.0,mercury,excellent,6 cylinders,gas,182532.0,clean,automatic,4wd,mid-size,SUV,red
54803,tampa bay area,495,2004.0,honda,good,4 cylinders,gas,156401.0,clean,manual,4wd,mid-size,SUV,blue
54804,tampa bay area,495,2004.0,honda,excellent,4 cylinders,gas,127946.0,clean,automatic,fwd,compact,sedan,grey
54816,tampa bay area,495,2004.0,honda,excellent,4 cylinders,gas,157426.0,clean,automatic,fwd,mid-size,sedan,white
54827,tampa bay area,595,2011.0,ford,excellent,4 cylinders,gas,143880.0,clean,automatic,fwd,compact,sedan,red
54831,tampa bay area,22900,2013.0,ford,good,8 cylinders,gas,80650.0,clean,automatic,rwd,full-size,truck,white
54957,tampa bay area,6995,2009.0,cadillac,excellent,6 cylinders,gas,56456.0,clean,automatic,rwd,mid-size,sedan,black
54958,tampa bay area,22990,2016.0,bmw,excellent,4 cylinders,gas,69998.0,clean,automatic,rwd,compact,convertible,white
54960,tampa bay area,3900,2007.0,kia,like new,6 cylinders,gas,172254.0,clean,automatic,fwd,mid-size,SUV,silver
54961,tampa bay area,8900,2012.0,gmc,like new,4 cylinders,gas,170259.0,clean,automatic,fwd,mid-size,SUV,white
54963,tampa bay area,10997,2012.0,toyota,like new,4 cylinders,hybrid,74000.0,clean,automatic,fwd,compact,hatchback,silver
54970,tampa bay area,14900,2009.0,jeep,like new,6 cylinders,gas,123001.0,clean,automatic,4wd,mid-size,other,red
54987,tampa bay area,5900,2008.0,audi,like new,4 cylinders,gas,162154.0,clean,manual,fwd,mid-size,sedan,black
54991,tampa bay area,6900,2011.0,nissan,like new,4 cylinders,gas,150980.0,clean,automatic,fwd,mid-size,SUV,silver
55014,tampa bay area,3900,2006.0,volvo,like new,5 cylinders,gas,182601.0,clean,automatic,fwd,mid-size,sedan,white
55033,tampa bay area,12900,2010.0,chevrolet,like new,8 cylinders,gas,160497.0,clean,automatic,rwd,mid-size,coupe,yellow
55046,tampa bay area,9900,2003.0,chevrolet,like new,8 cylinders,gas,114062.0,clean,automatic,4wd,full-size,pickup,white
55060,tampa bay area,6900,2011.0,honda,like new,6 cylinders,gas,171506.0,clean,automatic,fwd,mid-size,sedan,black
55069,tampa bay area,6900,2012.0,ford,like new,4 cylinders,gas,82839.0,clean,automatic,fwd,mid-size,SUV,blue
55070,tampa bay area,6900,2010.0,honda,like new,6 cylinders,gas,160105.0,clean,automatic,fwd,full-size,mini-van,blue
55077,tampa bay area,3900,2004.0,chevrolet,like new,6 cylinders,gas,134256.0,clean,automatic,4wd,full-size,SUV,black
55095,tampa bay area,1,2014.0,ford,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green
55113,tampa bay area,1,2015.0,lexus,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black
55117,tampa bay area,1,2012.0,toyota,excellent,10 cylinders,gas,80898.0,clean,other,4wd,full-size,truck,grey
55120,tampa bay area,1,2012.0,infiniti,excellent,6 cylinders,gas,66000.0,clean,manual,rwd,mid-size,coupe,black
55122,tampa bay area,1,2015.0,dodge,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black
55124,tampa bay area,1,2019.0,ram,excellent,6 cylinders,gas,14954.0,clean,automatic,rwd,full-size,truck,custom
55125,tampa bay area,1,2017.0,subaru,excellent,4 cylinders,gas,33934.0,clean,automatic,rwd,mid-size,coupe,grey
55127,tampa bay area,3750,2008.0,jeep,excellent,4 cylinders,gas,159000.0,clean,automatic,fwd,mid-size,SUV,orange
55128,tampa bay area,1,2019.0,tesla,excellent,10 cylinders,electric,18759.0,clean,other,rwd,compact,sedan,custom
55139,tampa bay area,23999,2016.0,chevrolet,excellent,6 cylinders,gas,36638.0,clean,other,rwd,mid-size,coupe,custom
55140,tampa bay area,1,2015.0,lexus,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white
55141,tampa bay area,1,2017.0,ford,excellent,10 cylinders,gas,44178.0,clean,manual,4wd,mid-size,coupe,grey
55166,tampa bay area,29900,2018.0,ford,good,6 cylinders,gas,17480.0,clean,automatic,rwd,full-size,truck,white
55167,tampa bay area,0,2015.0,jeep,excellent,6 cylinders,gas,52000.0,clean,automatic,fwd,full-size,SUV,red
55171,tampa bay area,39900,2019.0,ford,good,8 cylinders,gas,38200.0,clean,automatic,4wd,full-size,truck,white
55175,tampa bay area,26900,2017.0,ford,good,6 cylinders,gas,101100.0,clean,automatic,rwd,full-size,truck,white
55176,tampa bay area,34900,2017.0,chevrolet,good,8 cylinders,gas,10500.0,clean,automatic,rwd,full-size,truck,custom
55177,tampa bay area,36900,2018.0,ford,good,6 cylinders,gas,54030.0,clean,automatic,4wd,full-size,truck,white
55184,tampa bay area,40900,2019.0,ford,good,6 cylinders,gas,11523.0,clean,automatic,4wd,full-size,truck,grey
55185,tampa bay area,27900,2017.0,ford,good,8 cylinders,gas,101120.0,clean,automatic,4wd,full-size,truck,white
55186,tampa bay area,35900,2017.0,ford,good,6 cylinders,gas,43104.0,clean,automatic,rwd,full-size,truck,brown
55189,tampa bay area,34900,2018.0,ford,good,6 cylinders,gas,74089.0,clean,automatic,4wd,full-size,truck,white
55191,tampa bay area,30900,2017.0,ford,good,6 cylinders,gas,72607.0,clean,automatic,rwd,full-size,truck,white
55193,tampa bay area,18900,2014.0,ford,good,8 cylinders,gas,89308.0,clean,automatic,rwd,full-size,truck,white
55207,tampa bay area,34900,2018.0,ford,good,6 cylinders,gas,18534.0,clean,automatic,4wd,full-size,truck,black
55218,tampa bay area,64900,2019.0,gmc,good,8 cylinders,diesel,17887.0,clean,automatic,4wd,full-size,truck,white
55219,tampa bay area,45900,2018.0,ford,good,8 cylinders,diesel,42951.0,clean,automatic,4wd,full-size,truck,white
55226,tampa bay area,59900,2020.0,jeep,good,6 cylinders,gas,1912.0,clean,automatic,4wd,full-size,truck,silver
55227,tampa bay area,31900,2017.0,gmc,good,8 cylinders,gas,53842.0,clean,automatic,4wd,full-size,truck,white
55231,tampa bay area,25900,2016.0,chevrolet,good,8 cylinders,gas,94949.0,clean,automatic,4wd,full-size,truck,white
55233,tampa bay area,3200,2003.0,rover,fair,8 cylinders,gas,112712.0,clean,automatic,4wd,full-size,SUV,silver
55259,tampa bay area,8995,2015.0,nissan,like new,4 cylinders,gas,87820.0,clean,automatic,fwd,full-size,sedan,silver
55278,tampa bay area,17500,2018.0,nissan,excellent,4 cylinders,gas,24500.0,clean,manual,rwd,mid-size,pickup,black
55295,tampa bay area,6250,2012.0,ford,good,4 cylinders,gas,109000.0,clean,automatic,4wd,mid-size,SUV,white
55300,tampa bay area,2250,1993.0,ford,fair,8 cylinders,gas,250000.0,clean,automatic,rwd,full-size,truck,red
55305,tampa bay area,2750,1999.0,ford,good,6 cylinders,gas,207000.0,clean,automatic,rwd,full-size,pickup,white
55306,tampa bay area,4300,2007.0,kia,excellent,4 cylinders,gas,112000.0,clean,automatic,fwd,mid-size,SUV,white
55314,tampa bay area,18400,2010.0,lexus,like new,8 cylinders,gas,140000.0,clean,automatic,4wd,full-size,SUV,grey
55322,tampa bay area,3500,2008.0,ford,like new,6 cylinders,gas,115000.0,clean,automatic,fwd,mid-size,sedan,red
55323,tampa bay area,5800,2012.0,buick,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,full-size,sedan,silver
55405,tampa bay area,6900,2003.0,rover,excellent,8 cylinders,gas,164000.0,clean,automatic,4wd,compact,SUV,white
55420,tampa bay area,7900,2009.0,audi,excellent,4 cylinders,gas,102000.0,clean,automatic,4wd,full-size,wagon,black
55646,tampa bay area,11900,2006.0,ford,excellent,8 cylinders,diesel,164000.0,clean,automatic,4wd,full-size,truck,grey
55656,tampa bay area,19990,2014.0,bmw,excellent,6 cylinders,gas,105295.0,clean,automatic,rwd,mid-size,sedan,white
55721,tampa bay area,3500,2003.0,mazda,excellent,4 cylinders,gas,190000.0,clean,automatic,rwd,compact,convertible,green
55786,tampa bay area,9800,2014.0,toyota,excellent,4 cylinders,gas,109000.0,clean,automatic,fwd,full-size,sedan,silver
55792,tampa bay area,28999,2016.0,chevrolet,excellent,8 cylinders,gas,87191.0,clean,automatic,4wd,full-size,truck,custom
56076,tampa bay area,11900,2012.0,jeep,like new,8 cylinders,gas,132906.0,clean,automatic,4wd,full-size,SUV,black
56090,tampa bay area,15000,2015.0,ford,good,6 cylinders,gas,94000.0,clean,automatic,rwd,full-size,pickup,white
56095,tampa bay area,2500,2008.0,audi,good,6 cylinders,gas,132488.0,clean,automatic,fwd,compact,sedan,silver
56110,tampa bay area,3200,2009.0,volkswagen,excellent,5 cylinders,gas,156500.0,clean,manual,fwd,compact,sedan,black
56114,tampa bay area,14200,2015.0,mazda,like new,4 cylinders,gas,40400.0,clean,automatic,fwd,compact,sedan,blue
56116,tampa bay area,6400,2006.0,mercedes-benz,good,8 cylinders,gas,140000.0,clean,automatic,rwd,mid-size,coupe,grey
56173,tampa bay area,11999,2015.0,kia,excellent,4 cylinders,gas,70873.0,clean,automatic,fwd,full-size,sedan,grey
56177,tampa bay area,6950,2006.0,infiniti,good,8 cylinders,gas,161520.0,clean,automatic,rwd,full-size,SUV,black
56193,tampa bay area,12999,2016.0,kia,excellent,4 cylinders,gas,49454.0,clean,automatic,fwd,mid-size,hatchback,grey
56209,tampa bay area,2200,2006.0,kia,good,6 cylinders,gas,201000.0,clean,automatic,fwd,full-size,mini-van,silver
56257,tampa bay area,15995,2013.0,gmc,like new,8 cylinders,gas,181660.0,clean,automatic,4wd,full-size,pickup,white
56285,tampa bay area,8950,2012.0,honda,good,6 cylinders,gas,154136.0,clean,automatic,fwd,mid-size,hatchback,blue
56286,tampa bay area,5950,2015.0,chevrolet,good,4 cylinders,gas,69950.0,clean,automatic,fwd,compact,hatchback,silver
56287,tampa bay area,4500,2012.0,volkswagen,excellent,4 cylinders,gas,179971.0,clean,manual,fwd,mid-size,sedan,grey
56332,tampa bay area,6550,2011.0,volkswagen,excellent,4 cylinders,gas,105558.0,clean,automatic,fwd,full-size,SUV,white
56369,tampa bay area,4500,2007.0,honda,good,6 cylinders,gas,197663.0,clean,automatic,4wd,full-size,SUV,red
56392,tampa bay area,9999,2011.0,ram,good,8 cylinders,gas,174000.0,clean,automatic,4wd,full-size,truck,silver
56450,tampa bay area,12500,2015.0,volkswagen,excellent,4 cylinders,diesel,24600.0,rebuilt,automatic,fwd,full-size,hatchback,black
56465,tampa bay area,21999,2019.0,nissan,excellent,4 cylinders,gas,21855.0,clean,automatic,rwd,full-size,SUV,silver
56493,tampa bay area,34999,2015.0,infiniti,excellent,8 cylinders,gas,40561.0,clean,automatic,4wd,full-size,SUV,custom
56832,tampa bay area,3995,2009.0,subaru,good,4 cylinders,gas,176414.0,clean,manual,4wd,mid-size,hatchback,black
56911,tampa bay area,4995,2012.0,fiat,like new,4 cylinders,gas,93000.0,clean,manual,fwd,compact,coupe,red
57164,tampa bay area,2995,2003.0,cadillac,excellent,8 cylinders,gas,114502.0,clean,automatic,fwd,full-size,sedan,silver
57166,tampa bay area,6995,2000.0,ford,good,8 cylinders,diesel,302000.0,clean,automatic,rwd,full-size,pickup,blue
57167,tampa bay area,14650,2016.0,subaru,excellent,4 cylinders,gas,66439.0,clean,automatic,4wd,mid-size,SUV,blue
57168,tampa bay area,6200,2013.0,kia,good,4 cylinders,gas,114000.0,clean,automatic,fwd,compact,sedan,silver
57183,tampa bay area,4400,2008.0,chevrolet,excellent,6 cylinders,gas,123000.0,clean,automatic,fwd,mid-size,sedan,white
57186,tampa bay area,35995,2019.0,ford,like new,8 cylinders,gas,11146.0,clean,automatic,rwd,mid-size,coupe,custom
57201,tampa bay area,2200,2003.0,ford,good,8 cylinders,gas,270000.0,clean,automatic,rwd,full-size,SUV,red
57202,tampa bay area,7000,1981.0,ford,good,8 cylinders,gas,78000.0,clean,automatic,rwd,full-size,sedan,silver
57239,tampa bay area,27000,2016.0,mercedes-benz,excellent,4 cylinders,gas,36000.0,clean,automatic,4wd,full-size,sedan,grey
57332,treasure coast,2100,2000.0,ford,good,6 cylinders,gas,205273.0,clean,automatic,fwd,mid-size,mini-van,silver
57431,treasure coast,975,2001.0,chrysler,good,4 cylinders,gas,120000.0,clean,manual,fwd,mid-size,SUV,silver
57529,treasure coast,4995,1999.0,chevrolet,excellent,4 cylinders,gas,109756.0,clean,automatic,4wd,compact,convertible,black
57540,treasure coast,3350,2008.0,nissan,good,4 cylinders,gas,160000.0,clean,automatic,fwd,compact,sedan,silver
57541,treasure coast,1250,2005.0,volvo,good,5 cylinders,gas,104000.0,clean,automatic,rwd,mid-size,sedan,blue
57542,treasure coast,3750,1999.0,ford,good,8 cylinders,gas,152000.0,clean,automatic,rwd,full-size,truck,white
57546,treasure coast,16500,2014.0,dodge,good,8 cylinders,gas,115222.0,clean,automatic,4wd,full-size,SUV,custom
57547,treasure coast,2495,2003.0,saturn,good,4 cylinders,gas,135145.0,clean,manual,fwd,compact,sedan,silver
57569,treasure coast,2995,2002.0,chrysler,excellent,4 cylinders,gas,88000.0,clean,automatic,fwd,mid-size,sedan,silver
57692,treasure coast,7499,2003.0,gmc,good,8 cylinders,gas,143000.0,clean,automatic,rwd,full-size,truck,white
57895,treasure coast,3500,2006.0,hyundai,good,6 cylinders,gas,118000.0,clean,automatic,fwd,mid-size,sedan,blue
57909,treasure coast,26500,2011.0,ford,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
57911,treasure coast,33900,2015.0,chevrolet,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
57914,treasure coast,33900,2015.0,chevrolet,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
57935,treasure coast,27500,2011.0,ford,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
57953,treasure coast,27995,2009.0,ford,excellent,8 cylinders,diesel,99000.0,clean,automatic,4wd,full-size,truck,white
57958,treasure coast,6995,2005.0,toyota,like new,6 cylinders,gas,133627.0,clean,automatic,fwd,mid-size,SUV,brown
57959,treasure coast,3995,2004.0,honda,good,4 cylinders,gas,161.0,clean,automatic,fwd,compact,SUV,white
57963,treasure coast,12900,2003.0,ford,good,8 cylinders,diesel,95285.0,clean,automatic,fwd,full-size,truck,white
58281,treasure coast,3995,2009.0,mazda,excellent,4 cylinders,gas,117233.0,clean,automatic,fwd,compact,mini-van,red
58309,treasure coast,32800,2017.0,chevrolet,like new,8 cylinders,gas,80000.0,clean,automatic,4wd,full-size,pickup,black
58379,treasure coast,3995,2007.0,mazda,excellent,4 cylinders,gas,112347.0,clean,automatic,fwd,compact,sedan,black
58433,treasure coast,11815,2014.0,nissan,excellent,4 cylinders,gas,63862.0,clean,automatic,fwd,mid-size,sedan,silver
58496,treasure coast,24900,2017.0,gmc,like new,4 cylinders,gas,25000.0,clean,automatic,fwd,full-size,SUV,black
58519,treasure coast,5800,2006.0,lincoln,good,8 cylinders,gas,162000.0,clean,manual,rwd,full-size,SUV,white
58520,treasure coast,29800,2011.0,ford,excellent,8 cylinders,diesel,165500.0,clean,automatic,4wd,full-size,truck,brown
58562,treasure coast,3850,2004.0,chevrolet,good,6 cylinders,gas,117700.0,clean,automatic,4wd,mid-size,SUV,blue
58566,treasure coast,32500,1952.0,chevrolet,excellent,8 cylinders,gas,8500.0,clean,automatic,rwd,full-size,pickup,silver
58590,treasure coast,10000,1979.0,ford,excellent,8 cylinders,gas,100000.0,clean,automatic,rwd,full-size,pickup,black
58616,treasure coast,14000,2004.0,mazda,excellent,other,gas,166000.0,clean,manual,rwd,compact,coupe,blue
58618,treasure coast,20800,2005.0,ram,excellent,10 cylinders,gas,142000.0,clean,automatic,rwd,full-size,truck,red
58627,treasure coast,7500,2004.0,ford,like new,6 cylinders,gas,58000.0,clean,automatic,rwd,mid-size,pickup,silver
58649,treasure coast,18000,2018.0,chevrolet,like new,8 cylinders,gas,98256.0,rebuilt,automatic,fwd,full-size,pickup,brown
58743,treasure coast,7850,2015.0,chevrolet,like new,4 cylinders,gas,23340.0,clean,automatic,fwd,sub-compact,hatchback,blue
58994,treasure coast,27500,1972.0,chevrolet,good,8 cylinders,gas,95000.0,clean,automatic,rwd,full-size,coupe,green
59019,treasure coast,15800,2014.0,volkswagen,like new,5 cylinders,gas,25000.0,clean,automatic,fwd,mid-size,convertible,white
59137,treasure coast,24898,2011.0,toyota,excellent,8 cylinders,gas,73020.0,clean,automatic,4wd,full-size,truck,grey
59160,treasure coast,15195,2010.0,toyota,excellent,6 cylinders,gas,94630.0,clean,automatic,4wd,mid-size,SUV,black
59161,treasure coast,29948,2015.0,chevrolet,excellent,8 cylinders,gas,115764.0,clean,automatic,4wd,full-size,SUV,grey
59165,treasure coast,16995,2013.0,audi,good,6 cylinders,diesel,94593.0,clean,automatic,4wd,full-size,SUV,grey
59233,treasure coast,21995,2015.0,rover,good,4 cylinders,gas,43363.0,clean,automatic,4wd,full-size,SUV,black
59321,treasure coast,15995,2013.0,toyota,good,6 cylinders,gas,170038.0,clean,automatic,rwd,full-size,SUV,red
59324,treasure coast,4595,2005.0,cadillac,good,6 cylinders,gas,120140.0,clean,automatic,rwd,full-size,SUV,silver
59329,treasure coast,2350,2002.0,lexus,fair,6 cylinders,gas,165097.0,clean,automatic,fwd,mid-size,sedan,silver
59361,treasure coast,31455,2016.0,infiniti,excellent,8 cylinders,gas,90264.0,clean,automatic,4wd,full-size,SUV,white
59401,treasure coast,18291,2015.0,ford,excellent,6 cylinders,gas,61818.0,clean,automatic,rwd,full-size,SUV,black
59408,treasure coast,23865,1993.0,mazda,good,other,gas,110000.0,clean,automatic,rwd,compact,coupe,silver
