,region,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
306745,lakeland,10990,2010.0,nissan,excellent,8 cylinders,gas,141050.0,clean,automatic,rwd,full-size,SUV,black
306746,lakeland,7295,2005.0,mini,excellent,4 cylinders,gas,78000.0,clean,manual,rwd,sub-compact,convertible,green
306829,lakeland,5990,2013.0,dodge,good,4 cylinders,gas,141154.0,clean,automatic,fwd,full-size,SUV,red
306848,lakeland,8490,2009.0,honda,good,4 cylinders,gas,122117.0,clean,manual,fwd,mid-size,coupe,black
306960,lakeland,21990,2014.0,ford,excellent,6 cylinders,gas,117654.0,clean,automatic,4wd,full-size,pickup,red
306976,lakeland,59990,2017.0,ford,excellent,8 cylinders,diesel,71012.0,clean,automatic,4wd,full-size,pickup,grey
308637,heartland florida,28500,2018.0,toyota,excellent,6 cylinders,gas,19500.0,clean,automatic,fwd,full-size,van,brown
308660,heartland florida,3500,2004.0,chevrolet,good,6 cylinders,gas,132000.0,clean,automatic,rwd,full-size,SUV,black
309432,lakeland,750,1988.0,chevrolet,fair,4 cylinders,gas,105000.0,clean,automatic,fwd,mid-size,sedan,white
309450,lakeland,3800,2008.0,nissan,excellent,4 cylinders,gas,137000.0,clean,manual,fwd,compact,sedan,black
309678,lakeland,20800,2011.0,chevrolet,excellent,8 cylinders,gas,113608.0,clean,automatic,4wd,full-size,pickup,red
309755,lakeland,15990,2015.0,jeep,excellent,4 cylinders,gas,41741.0,clean,automatic,fwd,full-size,SUV,black
309756,lakeland,20990,2017.0,nissan,excellent,6 cylinders,gas,36176.0,clean,automatic,fwd,full-size,sedan,white
309761,lakeland,3250,2008.0,mazda,good,4 cylinders,gas,163123.0,clean,automatic,fwd,compact,sedan,silver
309786,lakeland,7500,2013.0,honda,excellent,4 cylinders,gas,53407.0,clean,manual,fwd,compact,hatchback,red
309788,lakeland,13990,2013.0,bmw,excellent,4 cylinders,gas,94476.0,clean,automatic,rwd,compact,sedan,grey
309797,lakeland,8990,2007.0,lincoln,excellent,8 cylinders,gas,181428.0,clean,automatic,rwd,full-size,SUV,black
309807,lakeland,9890,2017.0,hyundai,excellent,4 cylinders,gas,48453.0,clean,automatic,fwd,compact,sedan,white
309831,lakeland,79800,2020.0,cadillac,like new,8 cylinders,gas,3345.0,clean,automatic,4wd,full-size,SUV,white
309915,lakeland,2750,2007.0,mazda,good,4 cylinders,gas,179000.0,clean,automatic,fwd,compact,sedan,blue
309933,lakeland,3500,2010.0,nissan,good,4 cylinders,gas,60000.0,clean,automatic,fwd,compact,sedan,silver
309948,lakeland,0,2008.0,ford,good,8 cylinders,gas,142400.0,clean,automatic,rwd,full-size,truck,red
309953,lakeland,2000,2003.0,chrysler,excellent,6 cylinders,gas,104000.0,clean,automatic,fwd,mid-size,convertible,white
309962,lakeland,5495,2005.0,infiniti,excellent,6 cylinders,gas,146768.0,clean,automatic,rwd,mid-size,SUV,blue
309979,lakeland,10990,2010.0,nissan,excellent,8 cylinders,gas,141050.0,clean,automatic,rwd,full-size,SUV,black
310001,lakeland,23495,2017.0,subaru,excellent,4 cylinders,gas,33934.0,clean,automatic,rwd,mid-size,coupe,grey
310010,lakeland,21999,2013.0,chevrolet,excellent,8 cylinders,gas,62014.0,clean,automatic,rwd,full-size,truck,silver
310022,lakeland,0,2014.0,toyota,good,4 cylinders,gas,72000.0,clean,automatic,fwd,mid-size,sedan,black
310103,lakeland,17995,2019.0,hyundai,excellent,4 cylinders,gas,25271.0,clean,automatic,fwd,full-size,sedan,black
310109,lakeland,0,2017.0,ford,like new,4 cylinders,gas,20696.0,clean,automatic,fwd,full-size,sedan,black
310110,lakeland,14995,2019.0,hyundai,like new,4 cylinders,gas,8904.0,clean,automatic,fwd,compact,sedan,silver
310117,lakeland,14999,2007.0,mercedes-benz,good,8 cylinders,gas,79900.0,clean,automatic,rwd,full-size,coupe,black
310120,lakeland,26000,2019.0,mitsubishi,like new,4 cylinders,gas,19388.0,clean,automatic,fwd,full-size,SUV,black
310124,lakeland,1700,2002.0,gmc,good,6 cylinders,gas,200000.0,clean,automatic,rwd,mid-size,SUV,custom
310132,lakeland,11890,2014.0,acura,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver
310137,lakeland,11958,2013.0,honda,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey
310140,lakeland,16894,2017.0,hyundai,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey
310143,lakeland,30548,2018.0,toyota,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver
310148,lakeland,22387,2016.0,honda,like new,6 cylinders,gas,58299.0,clean,automatic,fwd,full-size,SUV,green
310152,lakeland,21587,2016.0,honda,like new,6 cylinders,gas,46549.0,clean,automatic,fwd,full-size,van,blue
310160,lakeland,11890,2014.0,acura,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver
310161,lakeland,11958,2013.0,honda,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey
310168,lakeland,16894,2017.0,hyundai,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey
310171,lakeland,30548,2018.0,toyota,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver
310186,lakeland,20990,2015.0,chevrolet,excellent,8 cylinders,gas,123080.0,clean,automatic,rwd,full-size,pickup,white
310298,lakeland,20990,2017.0,nissan,excellent,8 cylinders,gas,59939.0,clean,automatic,rwd,full-size,pickup,white
310304,lakeland,17990,2017.0,nissan,excellent,6 cylinders,gas,75064.0,clean,automatic,fwd,full-size,SUV,blue
310362,lakeland,33990,2016.0,chevrolet,excellent,8 cylinders,gas,107533.0,clean,automatic,rwd,full-size,SUV,white
310363,lakeland,15990,2014.0,bmw,excellent,4 cylinders,gas,58703.0,clean,automatic,rwd,full-size,sedan,white
310480,lakeland,5800,2001.0,gmc,excellent,8 cylinders,gas,148000.0,clean,automatic,rwd,full-size,SUV,black
310489,lakeland,22990,2016.0,mercedes-benz,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white
310490,lakeland,29990,2017.0,mercedes-benz,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver
310503,lakeland,17990,2014.0,bmw,excellent,6 cylinders,gas,117862.0,clean,automatic,4wd,full-size,SUV,black
310506,lakeland,85,2012.0,dodge,good,6 cylinders,gas,144172.0,clean,automatic,fwd,full-size,mini-van,black
310508,lakeland,85,2006.0,ford,good,8 cylinders,gas,109777.0,clean,automatic,rwd,full-size,coupe,red
310509,lakeland,85,2015.0,toyota,good,4 cylinders,gas,146315.0,clean,automatic,fwd,mid-size,sedan,grey
310511,lakeland,85,2008.0,subaru,good,4 cylinders,gas,122712.0,clean,automatic,fwd,mid-size,wagon,black
310512,lakeland,85,2009.0,jeep,good,6 cylinders,gas,134182.0,clean,automatic,rwd,mid-size,SUV,silver
310523,lakeland,85,2011.0,hyundai,good,4 cylinders,gas,122888.0,clean,automatic,fwd,full-size,SUV,black
310524,lakeland,85,2008.0,ford,good,6 cylinders,gas,142596.0,clean,automatic,fwd,full-size,SUV,black
310527,lakeland,85,2016.0,nissan,good,4 cylinders,gas,94365.0,clean,automatic,fwd,mid-size,hatchback,white
310528,lakeland,16990,2015.0,chevrolet,excellent,6 cylinders,gas,69252.0,clean,automatic,rwd,mid-size,coupe,grey
310891,north central FL,4800,2006.0,ford,good,6 cylinders,gas,299552.0,clean,automatic,4wd,full-size,pickup,white
310894,north central FL,6500,2007.0,gmc,excellent,6 cylinders,gas,160000.0,clean,manual,rwd,full-size,truck,silver
310895,north central FL,15999,2013.0,ford,excellent,8 cylinders,gas,114000.0,clean,automatic,rwd,full-size,truck,silver
310914,north central FL,6500,1995.0,jeep,excellent,4 cylinders,gas,19000.0,clean,manual,4wd,full-size,SUV,white
310915,north central FL,5999,2005.0,lexus,like new,6 cylinders,gas,14000.0,clean,automatic,4wd,mid-size,SUV,white
310950,north central FL,14000,2007.0,chevrolet,excellent,8 cylinders,gas,147000.0,clean,automatic,rwd,full-size,SUV,white
310969,north central FL,3200,2005.0,ford,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,white
311008,ocala,22990,2016.0,ram,excellent,6 cylinders,diesel,95564.0,clean,automatic,rwd,full-size,pickup,black
311090,ocala,59990,2017.0,ford,excellent,8 cylinders,diesel,71012.0,clean,automatic,4wd,full-size,pickup,grey
311095,ocala,1,2014.0,ford,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green
311096,ocala,1,2015.0,gmc,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom
311098,ocala,1,2014.0,ford,excellent,6 cylinders,gas,91788.0,clean,automatic,4wd,full-size,truck,silver
311099,ocala,1,2015.0,dodge,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black
311100,ocala,1,2018.0,chevrolet,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white
311101,ocala,1,2015.0,lexus,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white
311102,ocala,1,2018.0,ford,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black
311105,ocala,0,2007.0,dodge,excellent,6 cylinders,gas,178248.0,clean,automatic,rwd,full-size,SUV,orange
311122,ocala,38000,2008.0,ford,like new,8 cylinders,gas,21000.0,clean,manual,rwd,full-size,convertible,black
311127,ocala,1600,2001.0,ford,good,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,truck,white
311137,ocala,9000,1986.0,mercedes-benz,excellent,6 cylinders,diesel,170000.0,clean,automatic,rwd,full-size,sedan,blue
311142,ocala,4800,2012.0,nissan,good,4 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,silver
311180,ocala,14999,2012.0,lexus,like new,8 cylinders,gas,63000.0,clean,automatic,fwd,full-size,sedan,silver
311181,ocala,2500,2006.0,ford,excellent,4 cylinders,gas,128277.0,clean,automatic,fwd,compact,hatchback,silver
311193,ocala,12000,2010.0,chevrolet,excellent,8 cylinders,gas,78000.0,clean,automatic,4wd,full-size,truck,white
311194,ocala,20990,2017.0,nissan,excellent,6 cylinders,gas,36176.0,clean,automatic,fwd,full-size,sedan,white
311294,ocala,5000,2013.0,ford,good,8 cylinders,gas,113000.0,clean,automatic,rwd,full-size,truck,silver
311310,ocala,32500,1970.0,chevrolet,excellent,8 cylinders,gas,1000.0,clean,manual,rwd,full-size,pickup,red
311360,ocala,4500,2014.0,chevrolet,fair,4 cylinders,gas,119200.0,clean,automatic,fwd,mid-size,sedan,red
311428,ocala,0,2012.0,buick,like new,6 cylinders,gas,132062.0,clean,automatic,fwd,full-size,SUV,custom
311441,ocala,12500,2008.0,ford,like new,8 cylinders,gas,184854.0,rebuilt,automatic,fwd,full-size,pickup,white
311443,ocala,15900,2008.0,chevrolet,good,8 cylinders,gas,140000.0,clean,automatic,4wd,full-size,truck,brown
311544,ocala,11999,2014.0,hyundai,excellent,4 cylinders,gas,92142.0,clean,automatic,fwd,full-size,sedan,blue
311556,ocala,2000,2005.0,nissan,good,8 cylinders,gas,170000.0,clean,automatic,rwd,full-size,truck,red
311583,ocala,0,2008.0,dodge,excellent,6 cylinders,gas,206927.0,clean,automatic,rwd,mid-size,pickup,white
311594,ocala,3400,2000.0,lexus,excellent,6 cylinders,gas,183088.0,clean,automatic,4wd,full-size,SUV,black
311611,ocala,5400,2007.0,bmw,excellent,6 cylinders,gas,165200.0,clean,automatic,4wd,full-size,SUV,silver
311631,ocala,3400,2003.0,nissan,excellent,6 cylinders,gas,156988.0,clean,automatic,rwd,full-size,SUV,white
311707,ocala,3500,1989.0,chevrolet,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,blue
311818,ocala,4900,2011.0,hyundai,excellent,4 cylinders,gas,162000.0,clean,automatic,fwd,full-size,sedan,black
311846,ocala,10999,2013.0,nissan,excellent,4 cylinders,gas,90522.0,clean,automatic,fwd,mid-size,SUV,grey
311849,ocala,29900,2015.0,dodge,excellent,6 cylinders,gas,48000.0,clean,automatic,fwd,full-size,mini-van,red
311858,ocala,4500,2007.0,buick,excellent,6 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,custom
311883,ocala,25999,2019.0,dodge,excellent,6 cylinders,gas,15710.0,clean,automatic,rwd,mid-size,coupe,purple
311887,ocala,37999,2018.0,chevrolet,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black
311889,ocala,25999,2019.0,dodge,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black
311893,ocala,10999,2013.0,volkswagen,excellent,5 cylinders,gas,68957.0,clean,automatic,fwd,full-size,sedan,silver
311913,ocala,0,2009.0,chrysler,excellent,4 cylinders,gas,69543.0,clean,automatic,fwd,mid-size,sedan,white
311916,ocala,9500,2005.0,chevrolet,good,8 cylinders,diesel,234000.0,clean,automatic,4wd,full-size,truck,green
311918,ocala,6845,2006.0,buick,good,6 cylinders,gas,42900.0,clean,automatic,fwd,mid-size,sedan,white
311934,ocala,4200,2005.0,jeep,excellent,6 cylinders,gas,170000.0,clean,automatic,4wd,mid-size,SUV,green
311939,ocala,5500,2005.0,nissan,good,8 cylinders,gas,164000.0,clean,automatic,rwd,full-size,SUV,grey
311958,ocala,13999,2015.0,nissan,excellent,4 cylinders,gas,62927.0,clean,automatic,fwd,full-size,SUV,red
311959,ocala,1,2015.0,gmc,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom
311960,ocala,1,2016.0,ford,excellent,6 cylinders,gas,20646.0,clean,automatic,4wd,full-size,truck,black
311961,ocala,1,2018.0,ram,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver
311962,ocala,1,2018.0,chevrolet,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white
311964,ocala,1,2017.0,chevrolet,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red
311965,ocala,1,2016.0,ford,excellent,10 cylinders,gas,59670.0,clean,other,4wd,full-size,truck,custom
311966,ocala,1,2018.0,ford,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black
312022,ocala,15990,2015.0,toyota,excellent,4 cylinders,gas,86790.0,clean,automatic,fwd,full-size,SUV,grey
312047,ocala,0,2009.0,ford,like new,4 cylinders,gas,122921.0,clean,automatic,fwd,mid-size,SUV,red
312062,ocala,23995,2013.0,ram,excellent,8 cylinders,gas,71433.0,clean,automatic,4wd,full-size,truck,black
312094,ocala,4300,2006.0,cadillac,good,6 cylinders,gas,131080.0,clean,automatic,4wd,full-size,coupe,white
312116,ocala,12999,2017.0,nissan,excellent,4 cylinders,gas,19656.0,clean,automatic,fwd,compact,sedan,grey
312121,ocala,14999,2016.0,kia,excellent,4 cylinders,gas,42124.0,clean,automatic,fwd,full-size,SUV,red
312122,ocala,14999,2016.0,hyundai,excellent,4 cylinders,gas,50327.0,clean,automatic,fwd,full-size,SUV,silver
312126,ocala,5999,1999.0,mercedes-benz,good,8 cylinders,gas,169674.0,clean,automatic,rwd,mid-size,coupe,black
312128,ocala,10999,2013.0,hyundai,excellent,4 cylinders,gas,46088.0,clean,automatic,fwd,mid-size,sedan,black
312143,ocala,17999,2017.0,hyundai,excellent,6 cylinders,gas,51810.0,clean,automatic,fwd,full-size,SUV,black
312148,ocala,12999,2019.0,nissan,excellent,4 cylinders,gas,30304.0,clean,automatic,fwd,compact,sedan,black
312149,ocala,22999,2012.0,rover,excellent,4 cylinders,gas,69575.0,clean,automatic,4wd,mid-size,SUV,white
312155,ocala,22990,2016.0,mercedes-benz,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white
312158,ocala,29990,2017.0,mercedes-benz,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver
312161,ocala,17999,2016.0,volkswagen,excellent,4 cylinders,gas,62877.0,clean,automatic,fwd,mid-size,sedan,white
312222,ocala,0,2003.0,ford,good,8 cylinders,gas,213794.0,clean,automatic,rwd,full-size,pickup,green
312234,okaloosa / walton,16990,2018.0,jeep,like new,4 cylinders,gas,35812.0,clean,automatic,4wd,compact,SUV,black
312340,okaloosa / walton,12895,2015.0,toyota,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,compact,hatchback,white
312423,okaloosa / walton,10995,2013.0,chevrolet,excellent,4 cylinders,gas,60756.0,clean,automatic,fwd,full-size,SUV,black
312447,okaloosa / walton,10995,2013.0,gmc,excellent,4 cylinders,gas,83566.0,clean,automatic,fwd,mid-size,SUV,black
312609,okaloosa / walton,6995,2011.0,chevrolet,excellent,4 cylinders,gas,116538.0,clean,automatic,fwd,compact,sedan,black
312864,okaloosa / walton,2000,2008.0,chevrolet,fair,6 cylinders,gas,151538.0,clean,automatic,fwd,full-size,sedan,blue
312946,okaloosa / walton,14500,2011.0,mercedes-benz,excellent,6 cylinders,gas,88350.0,clean,automatic,rwd,mid-size,sedan,grey
312979,okaloosa / walton,15995,2011.0,chevrolet,good,8 cylinders,gas,38539.0,clean,automatic,rwd,full-size,van,white
313006,okaloosa / walton,10995,2013.0,ford,good,6 cylinders,gas,112660.0,clean,automatic,fwd,full-size,SUV,silver
313012,okaloosa / walton,18995,2012.0,dodge,good,6 cylinders,gas,114733.0,clean,automatic,fwd,full-size,van,grey
313013,okaloosa / walton,6995,2005.0,toyota,good,8 cylinders,gas,307053.0,clean,automatic,rwd,full-size,SUV,custom
313025,okaloosa / walton,23995,2019.0,ford,good,4 cylinders,gas,32448.0,clean,automatic,fwd,full-size,van,grey
313141,okaloosa / walton,11900,2005.0,jaguar,excellent,6 cylinders,gas,29700.0,clean,automatic,fwd,full-size,sedan,blue
313282,okaloosa / walton,6995,2005.0,chrysler,excellent,8 cylinders,gas,84692.0,clean,automatic,rwd,full-size,sedan,silver
313301,okaloosa / walton,8900,2006.0,lincoln,excellent,8 cylinders,gas,36950.0,clean,automatic,rwd,full-size,sedan,black
313363,okaloosa / walton,3900,2007.0,chevrolet,good,6 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,grey
313389,okaloosa / walton,17500,2013.0,chevrolet,like new,6 cylinders,gas,52985.0,clean,automatic,fwd,full-size,other,silver
313567,okaloosa / walton,25995,2014.0,ford,good,8 cylinders,gas,181898.0,clean,automatic,4wd,full-size,truck,white
313568,okaloosa / walton,16495,2012.0,mercedes-benz,good,6 cylinders,gas,237439.0,clean,automatic,rwd,full-size,van,white
313569,okaloosa / walton,22995,2016.0,honda,good,6 cylinders,gas,101976.0,clean,automatic,fwd,full-size,van,white
313630,okaloosa / walton,24995,2014.0,chevrolet,good,8 cylinders,gas,128010.0,clean,automatic,4wd,full-size,truck,blue
313638,okaloosa / walton,7995,2006.0,honda,good,4 cylinders,gas,142911.0,clean,manual,4wd,full-size,SUV,silver
313647,okaloosa / walton,21995,2007.0,chevrolet,good,8 cylinders,gas,221202.0,clean,automatic,rwd,full-size,truck,white
313700,okaloosa / walton,7500,2005.0,lexus,good,8 cylinders,gas,200687.0,clean,automatic,4wd,full-size,SUV,white
313704,okaloosa / walton,8999,2012.0,chevrolet,excellent,4 cylinders,gas,88819.0,clean,automatic,fwd,full-size,SUV,black
313725,okaloosa / walton,9995,2014.0,kia,excellent,4 cylinders,gas,83163.0,clean,automatic,fwd,mid-size,sedan,black
313842,okaloosa / walton,25995,2015.0,chevrolet,good,8 cylinders,gas,174699.0,clean,automatic,4wd,full-size,truck,white
313876,okaloosa / walton,9995,2013.0,ford,good,4 cylinders,gas,115067.0,clean,automatic,fwd,full-size,SUV,grey
314035,okaloosa / walton,13995,2013.0,gmc,good,6 cylinders,gas,193595.0,clean,automatic,fwd,full-size,SUV,white
314042,okaloosa / walton,8995,2010.0,ford,good,6 cylinders,gas,202338.0,clean,automatic,fwd,full-size,SUV,black
314050,okaloosa / walton,9995,2003.0,ford,good,8 cylinders,gas,161527.0,clean,automatic,rwd,mid-size,coupe,white
314762,daytona beach,3999,1999.0,buick,like new,6 cylinders,gas,79652.0,clean,automatic,fwd,mid-size,sedan,brown
314764,daytona beach,3955,2007.0,nissan,excellent,4 cylinders,gas,114.0,clean,automatic,fwd,sub-compact,sedan,blue
314765,daytona beach,4999,2000.0,kia,excellent,4 cylinders,gas,78526.0,clean,automatic,fwd,compact,SUV,purple
314769,daytona beach,7999,2006.0,ford,excellent,8 cylinders,other,154699.0,clean,automatic,rwd,full-size,van,white
314771,daytona beach,14800,2006.0,ram,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white
314785,daytona beach,1600,2006.0,mercury,good,6 cylinders,gas,198000.0,clean,automatic,fwd,mid-size,sedan,blue
314798,daytona beach,4500,1994.0,mercedes-benz,good,6 cylinders,gas,186386.0,clean,automatic,fwd,compact,convertible,white
314801,daytona beach,49800,2018.0,ram,new,6 cylinders,diesel,100.0,clean,automatic,4wd,full-size,truck,white
314803,daytona beach,10300,2013.0,mazda,excellent,6 cylinders,gas,77911.0,clean,automatic,fwd,mid-size,SUV,grey
314804,daytona beach,12999,2001.0,chevrolet,like new,8 cylinders,gas,169352.0,clean,automatic,rwd,full-size,truck,black
314811,daytona beach,103999,2016.0,mercedes-benz,excellent,12 cylinders,gas,34232.0,clean,automatic,4wd,full-size,SUV,white
314813,daytona beach,37999,2018.0,chevrolet,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black
314824,daytona beach,25999,2019.0,dodge,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black
314831,daytona beach,17999,2012.0,nissan,excellent,8 cylinders,gas,43099.0,clean,automatic,rwd,full-size,SUV,black
314891,daytona beach,7995,2011.0,subaru,excellent,4 cylinders,gas,130320.0,clean,automatic,4wd,full-size,sedan,grey
314892,daytona beach,7095,2010.0,subaru,excellent,4 cylinders,gas,142992.0,clean,automatic,fwd,full-size,sedan,grey
314893,daytona beach,6395,2011.0,chevrolet,excellent,4 cylinders,gas,95583.0,clean,automatic,fwd,full-size,SUV,white
314894,daytona beach,5695,2010.0,mazda,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white
314895,daytona beach,7995,2011.0,kia,excellent,4 cylinders,gas,141135.0,clean,automatic,fwd,full-size,sedan,silver
314902,daytona beach,6295,2006.0,mazda,excellent,6 cylinders,gas,126158.0,clean,automatic,fwd,full-size,sedan,silver
314974,daytona beach,1955,2004.0,kia,excellent,4 cylinders,gas,107792.0,clean,automatic,fwd,compact,sedan,silver
314981,daytona beach,1900,2001.0,gmc,good,6 cylinders,gas,120000.0,clean,automatic,rwd,full-size,SUV,blue
314983,daytona beach,46500,2016.0,chevrolet,excellent,8 cylinders,gas,16536.0,clean,automatic,rwd,full-size,SUV,brown
314992,daytona beach,6995,2011.0,mini,excellent,4 cylinders,gas,86351.0,clean,manual,fwd,compact,coupe,orange
314999,daytona beach,4295,2008.0,honda,good,4 cylinders,gas,100854.0,clean,manual,fwd,compact,coupe,blue
315004,daytona beach,6495,2009.0,honda,excellent,4 cylinders,gas,125825.0,clean,automatic,fwd,mid-size,sedan,red
315039,daytona beach,15999,2006.0,gmc,excellent,8 cylinders,gas,65428.0,clean,automatic,rwd,full-size,pickup,blue
315040,daytona beach,3600,1992.0,lexus,good,6 cylinders,gas,113000.0,clean,automatic,rwd,mid-size,coupe,black
315064,daytona beach,1,2015.0,honda,excellent,4 cylinders,gas,70003.0,clean,manual,rwd,compact,sedan,red
315069,daytona beach,1,2015.0,lexus,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black
315091,daytona beach,1,2017.0,chevrolet,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red
315134,daytona beach,1,2018.0,ram,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver
315137,daytona beach,1,2017.0,chevrolet,excellent,8 cylinders,gas,89177.0,clean,automatic,rwd,full-size,truck,silver
315140,daytona beach,1,2017.0,mazda,excellent,10 cylinders,gas,44048.0,clean,other,4wd,full-size,SUV,custom
315144,daytona beach,1,2018.0,dodge,excellent,10 cylinders,gas,32898.0,clean,other,4wd,mid-size,coupe,purple
315146,daytona beach,1,2015.0,chevrolet,excellent,10 cylinders,gas,70225.0,clean,other,4wd,mid-size,coupe,blue
315168,daytona beach,2500,1999.0,lexus,fair,8 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,silver
315254,daytona beach,13900,2005.0,chevrolet,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white
315255,daytona beach,7999,2011.0,ford,good,8 cylinders,gas,201197.0,clean,automatic,fwd,full-size,bus,white
315332,daytona beach,37999,2011.0,ford,excellent,8 cylinders,diesel,69123.0,clean,automatic,rwd,full-size,truck,black
315334,daytona beach,3000,2006.0,kia,good,6 cylinders,gas,117000.0,clean,automatic,rwd,mid-size,SUV,green
315343,daytona beach,3200,2003.0,toyota,good,4 cylinders,gas,275000.0,clean,automatic,fwd,compact,hatchback,black
315361,daytona beach,17999,2015.0,subaru,excellent,4 cylinders,gas,62009.0,clean,manual,rwd,mid-size,coupe,silver
315364,daytona beach,16999,2015.0,chevrolet,excellent,6 cylinders,gas,40274.0,clean,other,rwd,mid-size,coupe,red
315368,daytona beach,41999,2016.0,cadillac,excellent,8 cylinders,gas,41665.0,clean,automatic,4wd,full-size,SUV,black
315369,daytona beach,3000,2007.0,pontiac,good,6 cylinders,gas,201400.0,clean,automatic,fwd,mid-size,coupe,blue
315387,daytona beach,22995,2010.0,gmc,good,8 cylinders,gas,122686.0,clean,automatic,rwd,full-size,van,white
315392,daytona beach,18995,2007.0,honda,good,6 cylinders,gas,41966.0,clean,automatic,fwd,full-size,van,blue
315488,florida keys,500,2006.0,volkswagen,fair,4 cylinders,gas,113000.0,clean,automatic,fwd,compact,hatchback,yellow
315489,florida keys,22000,2012.0,bmw,like new,6 cylinders,gas,1200.0,clean,automatic,rwd,mid-size,SUV,brown
315522,ft myers / SW florida,6900,2006.0,nissan,excellent,6 cylinders,gas,122000.0,clean,automatic,rwd,mid-size,SUV,yellow
315534,ft myers / SW florida,14800,2006.0,ram,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white
315605,ft myers / SW florida,10500,2007.0,lexus,excellent,8 cylinders,gas,151000.0,clean,automatic,rwd,full-size,sedan,silver
315610,ft myers / SW florida,24900,2016.0,acura,excellent,6 cylinders,gas,52394.0,clean,automatic,fwd,mid-size,SUV,silver
315625,ft myers / SW florida,0,2011.0,mercedes-benz,excellent,6 cylinders,gas,99249.0,clean,automatic,rwd,mid-size,sedan,white
315633,ft myers / SW florida,15900,2014.0,mini,excellent,4 cylinders,gas,30244.0,clean,manual,fwd,sub-compact,hatchback,silver
315635,ft myers / SW florida,12990,2010.0,nissan,excellent,8 cylinders,gas,91262.0,clean,automatic,rwd,full-size,pickup,silver
315637,ft myers / SW florida,11990,2011.0,honda,excellent,6 cylinders,gas,105311.0,clean,automatic,fwd,full-size,SUV,blue
315667,ft myers / SW florida,4500,2003.0,dodge,excellent,8 cylinders,gas,144679.0,clean,automatic,rwd,full-size,SUV,blue
315699,ft myers / SW florida,14998,2016.0,chevrolet,like new,4 cylinders,gas,38930.0,clean,automatic,fwd,compact,SUV,blue
315709,ft myers / SW florida,16398,2016.0,nissan,like new,6 cylinders,gas,70414.0,clean,automatic,fwd,mid-size,SUV,blue
315714,ft myers / SW florida,15798,2015.0,jeep,like new,4 cylinders,gas,63342.0,clean,automatic,4wd,compact,SUV,white
