,Unnamed: 0,X,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage,manufacturer_luxury,manufacturer_normal,condition_excellent,condition_fair,condition_good,condition_like new,condition_new,condition_salvage,cylinders_3 cylinders,cylinders_4 cylinders,cylinders_5 cylinders,cylinders_6 cylinders,cylinders_8 cylinders,cylinders_10 cylinders,cylinders_12 cylinders,cylinders_other,fuel_diesel,fuel_electric,fuel_gas,fuel_hybrid,fuel_other,title_status_clean,title_status_lien,title_status_missing,title_status_parts only,title_status_rebuilt,title_status_salvage,transmission_automatic,transmission_manual,transmission_other,drive_4wd,drive_fwd,drive_rwd,size_compact,size_full-size,size_mid-size,size_sub-compact,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_SUV,type_truck,type_van,type_wagon,paint_color_black,paint_color_blue,paint_color_brown,paint_color_custom,paint_color_green,paint_color_grey,paint_color_orange,paint_color_purple,paint_color_red,paint_color_silver,paint_color_white,paint_color_yellow,mileage_average,mileage_high,mileage_low,mileage_vh,log_price
2515,2516,2515,8250,8,normal,excellent,4 cylinders,gas,142000.0,clean,automatic,fwd,full-size,SUV,black,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.01796847932873
2516,2517,2516,5800,8,normal,like new,5 cylinders,gas,98000.0,clean,automatic,fwd,mid-size,sedan,white,very-high,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.66561319653451
2517,2518,2517,16798,5,normal,like new,4 cylinders,gas,71318.0,clean,automatic,rwd,mid-size,truck,white,very-high,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.72901511068557
2518,2519,2518,25900,3,luxury,excellent,4 cylinders,gas,21528.0,clean,automatic,fwd,compact,SUV,black,high,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.161998247687599
2519,2520,2519,13900,15,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white,very-high,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.539644119118778
2520,2521,2520,3950,17,normal,excellent,4 cylinders,gas,11200.0,clean,automatic,fwd,mid-size,sedan,silver,average,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.28147085789517
2521,2522,2521,9000,7,normal,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,full-size,sedan,black,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.104979856318359
2522,2523,2522,13000,7,luxury,excellent,4 cylinders,gas,67909.0,lien,automatic,4wd,mid-size,sedan,blue,very-high,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.47270463644367
2523,2524,2523,2500,12,normal,good,6 cylinders,gas,156123.0,clean,automatic,fwd,sub-compact,SUV,black,very-high,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.82404601085629
2524,2525,2524,11500,9,luxury,excellent,6 cylinders,gas,122500.0,clean,automatic,4wd,mid-size,SUV,blue,very-high,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.35010231435134
2525,2526,2525,14998,3,normal,like new,4 cylinders,gas,74888.0,clean,automatic,fwd,mid-size,sedan,red,very-high,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.615672137861331
2526,2527,2526,12500,9,normal,excellent,4 cylinders,gas,84000.0,clean,automatic,fwd,compact,SUV,red,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.43348392329039
2527,2528,2527,2000,17,normal,good,4 cylinders,gas,96538.0,clean,automatic,fwd,mid-size,wagon,white,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.60090245954208
2528,2529,2528,6500,9,normal,good,4 cylinders,gas,81000.0,clean,automatic,fwd,compact,sedan,blue,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.779557455883731
2529,2530,2529,10500,11,normal,excellent,8 cylinders,gas,170000.0,rebuilt,automatic,rwd,full-size,sedan,silver,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.25913053614561
2530,2531,2530,5900,25,luxury,excellent,8 cylinders,gas,138000.0,clean,automatic,rwd,mid-size,coupe,white,very-high,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.682707629893809
2531,2532,2531,53900,1,normal,excellent,8 cylinders,gas,23364.0,clean,automatic,rwd,full-size,SUV,silver,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10.894885756897098
2532,2533,2532,7900,18,normal,excellent,6 cylinders,gas,224000.0,clean,automatic,rwd,mid-size,pickup,silver,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.974618038455109
2533,2534,2533,2750,13,normal,fair,4 cylinders,gas,190000.0,clean,automatic,fwd,compact,sedan,grey,very-high,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.919356190660619
2534,2535,2534,75900,0,luxury,excellent,8 cylinders,gas,8556.0,clean,automatic,4wd,full-size,SUV,black,average,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.237171963383698
2535,2536,2535,4950,12,normal,excellent,6 cylinders,gas,117500.0,clean,automatic,fwd,mid-size,convertible,red,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.50714285556274
2536,2537,2536,5500,17,luxury,like new,8 cylinders,gas,47843.0,clean,automatic,rwd,mid-size,sedan,silver,high,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8.61250337122056
2537,2538,2537,13500,13,luxury,like new,8 cylinders,gas,57942.0,clean,automatic,rwd,full-size,sedan,grey,very-high,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.51044496442652
2538,2539,2538,14900,3,normal,like new,4 cylinders,gas,69.0,clean,automatic,fwd,mid-size,SUV,grey,low,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.60911649193355
2539,2540,2539,8900,10,normal,good,6 cylinders,gas,92000.0,clean,automatic,fwd,full-size,sedan,red,very-high,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.09380655572023
2540,2541,2540,6900,24,normal,good,6 cylinders,gas,91450.0,clean,automatic,rwd,full-size,pickup,blue,very-high,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.83927669058535
2541,2542,2541,9600,8,normal,good,4 cylinders,gas,64200.0,clean,automatic,fwd,compact,coupe,silver,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.16951837745593
2542,2543,2542,2600,15,normal,good,4 cylinders,gas,163000.0,clean,automatic,4wd,mid-size,SUV,silver,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.86326672400957
2543,2544,2543,4500,19,normal,excellent,6 cylinders,gas,123345.0,clean,automatic,fwd,mid-size,coupe,white,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.411832675758411
2544,2545,2544,4995,11,normal,excellent,4 cylinders,gas,93065.0,clean,automatic,fwd,mid-size,wagon,white,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.51619269108265
2545,2546,2545,15995,7,luxury,excellent,8 cylinders,gas,135608.0,clean,automatic,rwd,full-size,SUV,red,very-high,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.68003145238362
2546,2547,2546,9995,7,normal,excellent,4 cylinders,gas,120970.0,clean,automatic,fwd,full-size,SUV,black,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.2098402469345
2547,2548,2547,7200,10,normal,excellent,4 cylinders,gas,90000.0,clean,automatic,fwd,full-size,sedan,grey,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.881836305004152
2548,2549,2548,19500,1,normal,like new,4 cylinders,gas,17400.0,clean,automatic,4wd,mid-size,SUV,black,high,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.87816974455184
2549,2550,2549,14800,14,normal,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.60238245975221
2550,2551,2550,6500,46,normal,good,4 cylinders,gas,88000.0,clean,manual,rwd,compact,coupe,blue,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.779557455883731
2551,2552,2551,7800,15,luxury,excellent,8 cylinders,gas,165000.0,clean,automatic,rwd,full-size,sedan,black,very-high,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.96187901267768
2552,2553,2552,13900,15,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white,very-high,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.539644119118778
2553,2554,2553,28950,6,normal,excellent,8 cylinders,gas,85383.0,clean,automatic,4wd,full-size,truck,black,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.2733254830011
2554,2555,2554,1,11,normal,excellent,4 cylinders,gas,135202.0,clean,automatic,fwd,mid-size,coupe,custom,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2555,2556,2555,1,5,normal,excellent,4 cylinders,gas,97151.0,clean,automatic,fwd,mid-size,coupe,silver,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2556,2557,2556,34950,1,normal,excellent,8 cylinders,gas,42125.0,clean,automatic,4wd,full-size,truck,white,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.461673747662
2557,2558,2557,17395,9,normal,excellent,8 cylinders,gas,102108.0,clean,automatic,4wd,full-size,truck,brown,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.76393808758604
2558,2559,2558,30950,6,normal,excellent,8 cylinders,gas,118200.0,clean,automatic,4wd,full-size,truck,silver,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.340128278112699
2559,2560,2559,14450,12,normal,good,8 cylinders,gas,158000.0,clean,automatic,4wd,full-size,truck,white,very-high,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.57844969354058
2560,2561,2560,1,14,normal,excellent,4 cylinders,gas,105850.0,clean,automatic,fwd,mid-size,SUV,red,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
2561,2562,2561,1,13,normal,excellent,4 cylinders,gas,63779.0,clean,automatic,fwd,mid-size,coupe,custom,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2562,2563,2562,1,14,normal,excellent,6 cylinders,gas,97496.0,clean,automatic,rwd,full-size,SUV,grey,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
2563,2564,2563,38450,2,normal,excellent,8 cylinders,gas,32364.0,clean,automatic,4wd,full-size,truck,brown,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.5571139749338
2564,2565,2564,3000,15,normal,good,8 cylinders,gas,202000.0,clean,automatic,fwd,full-size,SUV,black,very-high,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.00636756765025
2565,2566,2565,1,10,normal,excellent,4 cylinders,gas,97496.0,clean,automatic,fwd,mid-size,coupe,red,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
2566,2567,2566,8500,6,normal,excellent,4 cylinders,gas,112000.0,clean,automatic,4wd,mid-size,SUV,silver,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.04782144247841
2567,2568,2567,7900,12,normal,like new,8 cylinders,gas,138000.0,clean,automatic,rwd,full-size,truck,black,very-high,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.974618038455109
2568,2569,2568,2500,15,normal,good,4 cylinders,gas,159000.0,clean,automatic,fwd,mid-size,convertible,brown,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.82404601085629
2569,2570,2569,2500,20,luxury,excellent,8 cylinders,gas,154000.0,clean,automatic,fwd,full-size,sedan,red,very-high,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.82404601085629
2570,2571,2570,3500,14,normal,good,4 cylinders,gas,180280.0,clean,automatic,fwd,full-size,sedan,red,very-high,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.160518247477501
2571,2572,2571,8900,10,normal,excellent,4 cylinders,hybrid,96128.0,clean,automatic,fwd,full-size,hatchback,grey,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.09380655572023
2572,2573,2572,9500,24,normal,excellent,8 cylinders,diesel,234144.0,clean,manual,rwd,full-size,truck,white,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.159047077588632
2573,2574,2573,4300,14,luxury,good,6 cylinders,gas,133200.0,clean,automatic,rwd,full-size,sedan,grey,very-high,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.36637030168165
2574,2575,2574,1,16,luxury,excellent,6 cylinders,gas,157489.0,clean,automatic,fwd,mid-size,coupe,black,very-high,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2575,2576,2575,1,8,normal,excellent,4 cylinders,gas,109091.0,clean,automatic,fwd,mid-size,coupe,blue,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2576,2577,2576,1,12,normal,excellent,4 cylinders,gas,103556.0,clean,automatic,fwd,mid-size,coupe,blue,very-high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2577,2578,2577,52000,0,normal,like new,8 cylinders,gas,4200.0,lien,automatic,4wd,full-size,truck,grey,low,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.858998997563601
2578,2579,2578,20900,12,normal,excellent,8 cylinders,diesel,127724.0,clean,automatic,4wd,full-size,truck,white,very-high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.9475044379529
2579,2580,2579,103999,4,luxury,excellent,12 cylinders,gas,34232.0,clean,automatic,4wd,full-size,SUV,white,high,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.552136562692699
2580,2581,2580,11900,9,luxury,excellent,4 cylinders,gas,116030.0,clean,automatic,4wd,full-size,SUV,blue,very-high,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.384293679099619
2581,2582,2581,11900,7,normal,excellent,6 cylinders,gas,114552.0,clean,automatic,fwd,full-size,SUV,blue,very-high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.384293679099619
