,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
2267,28500,2.0,normal,excellent,6 cylinders,gas,19500.0,clean,automatic,fwd,full-size,van,brown
2268,3500,16.0,normal,good,6 cylinders,gas,132000.0,clean,automatic,rwd,full-size,SUV,black
2269,750,32.0,normal,fair,4 cylinders,gas,105000.0,clean,automatic,fwd,mid-size,sedan,white
2270,3800,12.0,normal,excellent,4 cylinders,gas,137000.0,clean,manual,fwd,compact,sedan,black
2271,20800,9.0,normal,excellent,8 cylinders,gas,113608.0,clean,automatic,4wd,full-size,pickup,red
2272,15990,5.0,normal,excellent,4 cylinders,gas,41741.0,clean,automatic,fwd,full-size,SUV,black
2273,20990,3.0,normal,excellent,6 cylinders,gas,36176.0,clean,automatic,fwd,full-size,sedan,white
2274,3250,12.0,normal,good,4 cylinders,gas,163123.0,clean,automatic,fwd,compact,sedan,silver
2275,7500,7.0,normal,excellent,4 cylinders,gas,53407.0,clean,manual,fwd,compact,hatchback,red
2276,13990,7.0,luxury,excellent,4 cylinders,gas,94476.0,clean,automatic,rwd,compact,sedan,grey
2277,8990,13.0,luxury,excellent,8 cylinders,gas,181428.0,clean,automatic,rwd,full-size,SUV,black
2278,9890,3.0,normal,excellent,4 cylinders,gas,48453.0,clean,automatic,fwd,compact,sedan,white
2279,79800,0.0,luxury,like new,8 cylinders,gas,3345.0,clean,automatic,4wd,full-size,SUV,white
2280,2750,13.0,normal,good,4 cylinders,gas,179000.0,clean,automatic,fwd,compact,sedan,blue
2281,3500,10.0,normal,good,4 cylinders,gas,60000.0,clean,automatic,fwd,compact,sedan,silver
2282,0,12.0,normal,good,8 cylinders,gas,142400.0,clean,automatic,rwd,full-size,truck,red
2283,2000,17.0,normal,excellent,6 cylinders,gas,104000.0,clean,automatic,fwd,mid-size,convertible,white
2284,5495,15.0,normal,excellent,6 cylinders,gas,146768.0,clean,automatic,rwd,mid-size,SUV,blue
2285,10990,10.0,normal,excellent,8 cylinders,gas,141050.0,clean,automatic,rwd,full-size,SUV,black
2286,23495,3.0,normal,excellent,4 cylinders,gas,33934.0,clean,automatic,rwd,mid-size,coupe,grey
2287,21999,7.0,normal,excellent,8 cylinders,gas,62014.0,clean,automatic,rwd,full-size,truck,silver
2288,0,6.0,normal,good,4 cylinders,gas,72000.0,clean,automatic,fwd,mid-size,sedan,black
2289,17995,1.0,normal,excellent,4 cylinders,gas,25271.0,clean,automatic,fwd,full-size,sedan,black
2290,0,3.0,normal,like new,4 cylinders,gas,20696.0,clean,automatic,fwd,full-size,sedan,black
2291,14995,1.0,normal,like new,4 cylinders,gas,8904.0,clean,automatic,fwd,compact,sedan,silver
2292,14999,13.0,luxury,good,8 cylinders,gas,79900.0,clean,automatic,rwd,full-size,coupe,black
2293,26000,1.0,normal,like new,4 cylinders,gas,19388.0,clean,automatic,fwd,full-size,SUV,black
2294,1700,18.0,normal,good,6 cylinders,gas,200000.0,clean,automatic,rwd,mid-size,SUV,custom
2295,11890,6.0,normal,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver
2296,11958,7.0,normal,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey
2297,16894,3.0,normal,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey
2298,30548,2.0,normal,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver
2299,22387,4.0,normal,like new,6 cylinders,gas,58299.0,clean,automatic,fwd,full-size,SUV,green
2300,21587,4.0,normal,like new,6 cylinders,gas,46549.0,clean,automatic,fwd,full-size,van,blue
2301,11890,6.0,normal,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver
2302,11958,7.0,normal,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey
2303,16894,3.0,normal,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey
2304,30548,2.0,normal,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver
2305,20990,5.0,normal,excellent,8 cylinders,gas,123080.0,clean,automatic,rwd,full-size,pickup,white
2306,20990,3.0,normal,excellent,8 cylinders,gas,59939.0,clean,automatic,rwd,full-size,pickup,white
2307,17990,3.0,normal,excellent,6 cylinders,gas,75064.0,clean,automatic,fwd,full-size,SUV,blue
2308,33990,4.0,normal,excellent,8 cylinders,gas,107533.0,clean,automatic,rwd,full-size,SUV,white
2309,15990,6.0,luxury,excellent,4 cylinders,gas,58703.0,clean,automatic,rwd,full-size,sedan,white
2310,5800,19.0,normal,excellent,8 cylinders,gas,148000.0,clean,automatic,rwd,full-size,SUV,black
2311,22990,4.0,luxury,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white
2312,29990,3.0,luxury,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver
2313,17990,6.0,luxury,excellent,6 cylinders,gas,117862.0,clean,automatic,4wd,full-size,SUV,black
2314,85,8.0,normal,good,6 cylinders,gas,144172.0,clean,automatic,fwd,full-size,mini-van,black
2315,85,14.0,normal,good,8 cylinders,gas,109777.0,clean,automatic,rwd,full-size,coupe,red
2316,85,5.0,normal,good,4 cylinders,gas,146315.0,clean,automatic,fwd,mid-size,sedan,grey
2317,85,12.0,normal,good,4 cylinders,gas,122712.0,clean,automatic,fwd,mid-size,wagon,black
2318,85,11.0,normal,good,6 cylinders,gas,134182.0,clean,automatic,rwd,mid-size,SUV,silver
2319,85,9.0,normal,good,4 cylinders,gas,122888.0,clean,automatic,fwd,full-size,SUV,black
2320,85,12.0,normal,good,6 cylinders,gas,142596.0,clean,automatic,fwd,full-size,SUV,black
2321,85,4.0,normal,good,4 cylinders,gas,94365.0,clean,automatic,fwd,mid-size,hatchback,white
2322,16990,5.0,normal,excellent,6 cylinders,gas,69252.0,clean,automatic,rwd,mid-size,coupe,grey
2323,4800,14.0,normal,good,6 cylinders,gas,299552.0,clean,automatic,4wd,full-size,pickup,white
2324,6500,13.0,normal,excellent,6 cylinders,gas,160000.0,clean,manual,rwd,full-size,truck,silver
2325,15999,7.0,normal,excellent,8 cylinders,gas,114000.0,clean,automatic,rwd,full-size,truck,silver
2326,6500,25.0,normal,excellent,4 cylinders,gas,19000.0,clean,manual,4wd,full-size,SUV,white
2327,5999,15.0,luxury,like new,6 cylinders,gas,14000.0,clean,automatic,4wd,mid-size,SUV,white
2328,14000,13.0,normal,excellent,8 cylinders,gas,147000.0,clean,automatic,rwd,full-size,SUV,white
2329,3200,15.0,normal,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,white
2330,22990,4.0,normal,excellent,6 cylinders,diesel,95564.0,clean,automatic,rwd,full-size,pickup,black
2331,59990,3.0,normal,excellent,8 cylinders,diesel,71012.0,clean,automatic,4wd,full-size,pickup,grey
2332,1,6.0,normal,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green
2333,1,5.0,normal,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom
2334,1,6.0,normal,excellent,6 cylinders,gas,91788.0,clean,automatic,4wd,full-size,truck,silver
2335,1,5.0,normal,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black
2336,1,2.0,normal,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white
2337,1,5.0,luxury,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white
2338,1,2.0,normal,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black
2339,0,13.0,normal,excellent,6 cylinders,gas,178248.0,clean,automatic,rwd,full-size,SUV,orange
2340,38000,12.0,normal,like new,8 cylinders,gas,21000.0,clean,manual,rwd,full-size,convertible,black
2341,1600,19.0,normal,good,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,truck,white
2342,9000,34.0,luxury,excellent,6 cylinders,diesel,170000.0,clean,automatic,rwd,full-size,sedan,blue
2343,4800,8.0,normal,good,4 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,silver
2344,14999,8.0,luxury,like new,8 cylinders,gas,63000.0,clean,automatic,fwd,full-size,sedan,silver
2345,2500,14.0,normal,excellent,4 cylinders,gas,128277.0,clean,automatic,fwd,compact,hatchback,silver
2346,12000,10.0,normal,excellent,8 cylinders,gas,78000.0,clean,automatic,4wd,full-size,truck,white
2347,20990,3.0,normal,excellent,6 cylinders,gas,36176.0,clean,automatic,fwd,full-size,sedan,white
2348,5000,7.0,normal,good,8 cylinders,gas,113000.0,clean,automatic,rwd,full-size,truck,silver
2349,32500,50.0,normal,excellent,8 cylinders,gas,1000.0,clean,manual,rwd,full-size,pickup,red
2350,4500,6.0,normal,fair,4 cylinders,gas,119200.0,clean,automatic,fwd,mid-size,sedan,red
2351,0,8.0,normal,like new,6 cylinders,gas,132062.0,clean,automatic,fwd,full-size,SUV,custom
2352,12500,12.0,normal,like new,8 cylinders,gas,184854.0,rebuilt,automatic,fwd,full-size,pickup,white
2353,15900,12.0,normal,good,8 cylinders,gas,140000.0,clean,automatic,4wd,full-size,truck,brown
2354,11999,6.0,normal,excellent,4 cylinders,gas,92142.0,clean,automatic,fwd,full-size,sedan,blue
2355,2000,15.0,normal,good,8 cylinders,gas,170000.0,clean,automatic,rwd,full-size,truck,red
2356,0,12.0,normal,excellent,6 cylinders,gas,206927.0,clean,automatic,rwd,mid-size,pickup,white
2357,3400,20.0,luxury,excellent,6 cylinders,gas,183088.0,clean,automatic,4wd,full-size,SUV,black
2358,5400,13.0,luxury,excellent,6 cylinders,gas,165200.0,clean,automatic,4wd,full-size,SUV,silver
2359,3400,17.0,normal,excellent,6 cylinders,gas,156988.0,clean,automatic,rwd,full-size,SUV,white
2360,3500,31.0,normal,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,blue
2361,4900,9.0,normal,excellent,4 cylinders,gas,162000.0,clean,automatic,fwd,full-size,sedan,black
2362,10999,7.0,normal,excellent,4 cylinders,gas,90522.0,clean,automatic,fwd,mid-size,SUV,grey
2363,29900,5.0,normal,excellent,6 cylinders,gas,48000.0,clean,automatic,fwd,full-size,mini-van,red
2364,4500,13.0,normal,excellent,6 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,custom
2365,25999,1.0,normal,excellent,6 cylinders,gas,15710.0,clean,automatic,rwd,mid-size,coupe,purple
2366,37999,2.0,normal,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black
2367,25999,1.0,normal,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black
2368,10999,7.0,normal,excellent,5 cylinders,gas,68957.0,clean,automatic,fwd,full-size,sedan,silver
2369,0,11.0,normal,excellent,4 cylinders,gas,69543.0,clean,automatic,fwd,mid-size,sedan,white
2370,9500,15.0,normal,good,8 cylinders,diesel,234000.0,clean,automatic,4wd,full-size,truck,green
2371,6845,14.0,normal,good,6 cylinders,gas,42900.0,clean,automatic,fwd,mid-size,sedan,white
2372,4200,15.0,normal,excellent,6 cylinders,gas,170000.0,clean,automatic,4wd,mid-size,SUV,green
2373,5500,15.0,normal,good,8 cylinders,gas,164000.0,clean,automatic,rwd,full-size,SUV,grey
2374,13999,5.0,normal,excellent,4 cylinders,gas,62927.0,clean,automatic,fwd,full-size,SUV,red
2375,1,5.0,normal,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom
2376,1,4.0,normal,excellent,6 cylinders,gas,20646.0,clean,automatic,4wd,full-size,truck,black
2377,1,2.0,normal,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver
2378,1,2.0,normal,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white
2379,1,3.0,normal,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red
2380,1,4.0,normal,excellent,10 cylinders,gas,59670.0,clean,other,4wd,full-size,truck,custom
2381,1,2.0,normal,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black
2382,15990,5.0,normal,excellent,4 cylinders,gas,86790.0,clean,automatic,fwd,full-size,SUV,grey
2383,0,11.0,normal,like new,4 cylinders,gas,122921.0,clean,automatic,fwd,mid-size,SUV,red
2384,23995,7.0,normal,excellent,8 cylinders,gas,71433.0,clean,automatic,4wd,full-size,truck,black
2385,4300,14.0,luxury,good,6 cylinders,gas,131080.0,clean,automatic,4wd,full-size,coupe,white
2386,12999,3.0,normal,excellent,4 cylinders,gas,19656.0,clean,automatic,fwd,compact,sedan,grey
2387,14999,4.0,normal,excellent,4 cylinders,gas,42124.0,clean,automatic,fwd,full-size,SUV,red
2388,14999,4.0,normal,excellent,4 cylinders,gas,50327.0,clean,automatic,fwd,full-size,SUV,silver
2389,5999,21.0,luxury,good,8 cylinders,gas,169674.0,clean,automatic,rwd,mid-size,coupe,black
2390,10999,7.0,normal,excellent,4 cylinders,gas,46088.0,clean,automatic,fwd,mid-size,sedan,black
2391,17999,3.0,normal,excellent,6 cylinders,gas,51810.0,clean,automatic,fwd,full-size,SUV,black
2392,12999,1.0,normal,excellent,4 cylinders,gas,30304.0,clean,automatic,fwd,compact,sedan,black
2393,22999,8.0,normal,excellent,4 cylinders,gas,69575.0,clean,automatic,4wd,mid-size,SUV,white
2394,22990,4.0,luxury,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white
2395,29990,3.0,luxury,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver
2396,17999,4.0,normal,excellent,4 cylinders,gas,62877.0,clean,automatic,fwd,mid-size,sedan,white
2397,0,17.0,normal,good,8 cylinders,gas,213794.0,clean,automatic,rwd,full-size,pickup,green
2398,16990,2.0,normal,like new,4 cylinders,gas,35812.0,clean,automatic,4wd,compact,SUV,black
2399,12895,5.0,normal,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,compact,hatchback,white
2400,10995,7.0,normal,excellent,4 cylinders,gas,60756.0,clean,automatic,fwd,full-size,SUV,black
2401,10995,7.0,normal,excellent,4 cylinders,gas,83566.0,clean,automatic,fwd,mid-size,SUV,black
2402,6995,9.0,normal,excellent,4 cylinders,gas,116538.0,clean,automatic,fwd,compact,sedan,black
2403,2000,12.0,normal,fair,6 cylinders,gas,151538.0,clean,automatic,fwd,full-size,sedan,blue
2404,14500,9.0,luxury,excellent,6 cylinders,gas,88350.0,clean,automatic,rwd,mid-size,sedan,grey
2405,15995,9.0,normal,good,8 cylinders,gas,38539.0,clean,automatic,rwd,full-size,van,white
2406,10995,7.0,normal,good,6 cylinders,gas,112660.0,clean,automatic,fwd,full-size,SUV,silver
2407,18995,8.0,normal,good,6 cylinders,gas,114733.0,clean,automatic,fwd,full-size,van,grey
2408,6995,15.0,normal,good,8 cylinders,gas,307053.0,clean,automatic,rwd,full-size,SUV,custom
2409,23995,1.0,normal,good,4 cylinders,gas,32448.0,clean,automatic,fwd,full-size,van,grey
2410,11900,15.0,luxury,excellent,6 cylinders,gas,29700.0,clean,automatic,fwd,full-size,sedan,blue
2411,6995,15.0,normal,excellent,8 cylinders,gas,84692.0,clean,automatic,rwd,full-size,sedan,silver
2412,8900,14.0,luxury,excellent,8 cylinders,gas,36950.0,clean,automatic,rwd,full-size,sedan,black
2413,3900,13.0,normal,good,6 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,grey
2414,17500,7.0,normal,like new,6 cylinders,gas,52985.0,clean,automatic,fwd,full-size,other,silver
2415,25995,6.0,normal,good,8 cylinders,gas,181898.0,clean,automatic,4wd,full-size,truck,white
2416,16495,8.0,luxury,good,6 cylinders,gas,237439.0,clean,automatic,rwd,full-size,van,white
2417,22995,4.0,normal,good,6 cylinders,gas,101976.0,clean,automatic,fwd,full-size,van,white
2418,24995,6.0,normal,good,8 cylinders,gas,128010.0,clean,automatic,4wd,full-size,truck,blue
2419,7995,14.0,normal,good,4 cylinders,gas,142911.0,clean,manual,4wd,full-size,SUV,silver
2420,21995,13.0,normal,good,8 cylinders,gas,221202.0,clean,automatic,rwd,full-size,truck,white
2421,7500,15.0,luxury,good,8 cylinders,gas,200687.0,clean,automatic,4wd,full-size,SUV,white
2422,8999,8.0,normal,excellent,4 cylinders,gas,88819.0,clean,automatic,fwd,full-size,SUV,black
2423,9995,6.0,normal,excellent,4 cylinders,gas,83163.0,clean,automatic,fwd,mid-size,sedan,black
2424,25995,5.0,normal,good,8 cylinders,gas,174699.0,clean,automatic,4wd,full-size,truck,white
2425,9995,7.0,normal,good,4 cylinders,gas,115067.0,clean,automatic,fwd,full-size,SUV,grey
2426,13995,7.0,normal,good,6 cylinders,gas,193595.0,clean,automatic,fwd,full-size,SUV,white
2427,8995,10.0,normal,good,6 cylinders,gas,202338.0,clean,automatic,fwd,full-size,SUV,black
2428,9995,17.0,normal,good,8 cylinders,gas,161527.0,clean,automatic,rwd,mid-size,coupe,white
2429,3999,21.0,normal,like new,6 cylinders,gas,79652.0,clean,automatic,fwd,mid-size,sedan,brown
2430,3955,13.0,normal,excellent,4 cylinders,gas,114.0,clean,automatic,fwd,sub-compact,sedan,blue
2431,4999,20.0,normal,excellent,4 cylinders,gas,78526.0,clean,automatic,fwd,compact,SUV,purple
2432,7999,14.0,normal,excellent,8 cylinders,other,154699.0,clean,automatic,rwd,full-size,van,white
2433,14800,14.0,normal,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white
2434,1600,14.0,normal,good,6 cylinders,gas,198000.0,clean,automatic,fwd,mid-size,sedan,blue
2435,4500,26.0,luxury,good,6 cylinders,gas,186386.0,clean,automatic,fwd,compact,convertible,white
2436,49800,2.0,normal,new,6 cylinders,diesel,100.0,clean,automatic,4wd,full-size,truck,white
2437,10300,7.0,normal,excellent,6 cylinders,gas,77911.0,clean,automatic,fwd,mid-size,SUV,grey
2438,12999,19.0,normal,like new,8 cylinders,gas,169352.0,clean,automatic,rwd,full-size,truck,black
2439,103999,4.0,luxury,excellent,12 cylinders,gas,34232.0,clean,automatic,4wd,full-size,SUV,white
2440,37999,2.0,normal,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black
2441,25999,1.0,normal,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black
2442,17999,8.0,normal,excellent,8 cylinders,gas,43099.0,clean,automatic,rwd,full-size,SUV,black
2443,7995,9.0,normal,excellent,4 cylinders,gas,130320.0,clean,automatic,4wd,full-size,sedan,grey
2444,7095,10.0,normal,excellent,4 cylinders,gas,142992.0,clean,automatic,fwd,full-size,sedan,grey
2445,6395,9.0,normal,excellent,4 cylinders,gas,95583.0,clean,automatic,fwd,full-size,SUV,white
2446,5695,10.0,normal,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white
2447,7995,9.0,normal,excellent,4 cylinders,gas,141135.0,clean,automatic,fwd,full-size,sedan,silver
2448,6295,14.0,normal,excellent,6 cylinders,gas,126158.0,clean,automatic,fwd,full-size,sedan,silver
2449,1955,16.0,normal,excellent,4 cylinders,gas,107792.0,clean,automatic,fwd,compact,sedan,silver
2450,1900,19.0,normal,good,6 cylinders,gas,120000.0,clean,automatic,rwd,full-size,SUV,blue
2451,46500,4.0,normal,excellent,8 cylinders,gas,16536.0,clean,automatic,rwd,full-size,SUV,brown
2452,6995,9.0,normal,excellent,4 cylinders,gas,86351.0,clean,manual,fwd,compact,coupe,orange
2453,4295,12.0,normal,good,4 cylinders,gas,100854.0,clean,manual,fwd,compact,coupe,blue
2454,6495,11.0,normal,excellent,4 cylinders,gas,125825.0,clean,automatic,fwd,mid-size,sedan,red
2455,15999,14.0,normal,excellent,8 cylinders,gas,65428.0,clean,automatic,rwd,full-size,pickup,blue
2456,3600,28.0,luxury,good,6 cylinders,gas,113000.0,clean,automatic,rwd,mid-size,coupe,black
2457,1,5.0,normal,excellent,4 cylinders,gas,70003.0,clean,manual,rwd,compact,sedan,red
2458,1,5.0,luxury,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black
2459,1,3.0,normal,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red
2460,1,2.0,normal,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver
2461,1,3.0,normal,excellent,8 cylinders,gas,89177.0,clean,automatic,rwd,full-size,truck,silver
2462,1,3.0,normal,excellent,10 cylinders,gas,44048.0,clean,other,4wd,full-size,SUV,custom
2463,1,2.0,normal,excellent,10 cylinders,gas,32898.0,clean,other,4wd,mid-size,coupe,purple
2464,1,5.0,normal,excellent,10 cylinders,gas,70225.0,clean,other,4wd,mid-size,coupe,blue
2465,2500,21.0,luxury,fair,8 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,silver
2466,13900,15.0,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white
2467,7999,9.0,normal,good,8 cylinders,gas,201197.0,clean,automatic,fwd,full-size,bus,white
2468,37999,9.0,normal,excellent,8 cylinders,diesel,69123.0,clean,automatic,rwd,full-size,truck,black
2469,3000,14.0,normal,good,6 cylinders,gas,117000.0,clean,automatic,rwd,mid-size,SUV,green
2470,3200,17.0,normal,good,4 cylinders,gas,275000.0,clean,automatic,fwd,compact,hatchback,black
2471,17999,5.0,normal,excellent,4 cylinders,gas,62009.0,clean,manual,rwd,mid-size,coupe,silver
2472,16999,5.0,normal,excellent,6 cylinders,gas,40274.0,clean,other,rwd,mid-size,coupe,red
2473,41999,4.0,luxury,excellent,8 cylinders,gas,41665.0,clean,automatic,4wd,full-size,SUV,black
2474,3000,13.0,normal,good,6 cylinders,gas,201400.0,clean,automatic,fwd,mid-size,coupe,blue
2475,22995,10.0,normal,good,8 cylinders,gas,122686.0,clean,automatic,rwd,full-size,van,white
2476,18995,13.0,normal,good,6 cylinders,gas,41966.0,clean,automatic,fwd,full-size,van,blue
2477,500,14.0,normal,fair,4 cylinders,gas,113000.0,clean,automatic,fwd,compact,hatchback,yellow
2478,22000,8.0,luxury,like new,6 cylinders,gas,1200.0,clean,automatic,rwd,mid-size,SUV,brown
2479,6900,14.0,normal,excellent,6 cylinders,gas,122000.0,clean,automatic,rwd,mid-size,SUV,yellow
2480,14800,14.0,normal,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white
2481,10500,13.0,luxury,excellent,8 cylinders,gas,151000.0,clean,automatic,rwd,full-size,sedan,silver
2482,24900,4.0,normal,excellent,6 cylinders,gas,52394.0,clean,automatic,fwd,mid-size,SUV,silver
2483,0,9.0,luxury,excellent,6 cylinders,gas,99249.0,clean,automatic,rwd,mid-size,sedan,white
2484,15900,6.0,normal,excellent,4 cylinders,gas,30244.0,clean,manual,fwd,sub-compact,hatchback,silver
2485,12990,10.0,normal,excellent,8 cylinders,gas,91262.0,clean,automatic,rwd,full-size,pickup,silver
2486,11990,9.0,normal,excellent,6 cylinders,gas,105311.0,clean,automatic,fwd,full-size,SUV,blue
2487,4500,17.0,normal,excellent,8 cylinders,gas,144679.0,clean,automatic,rwd,full-size,SUV,blue
2488,14998,4.0,normal,like new,4 cylinders,gas,38930.0,clean,automatic,fwd,compact,SUV,blue
2489,16398,4.0,normal,like new,6 cylinders,gas,70414.0,clean,automatic,fwd,mid-size,SUV,blue
2490,15798,5.0,normal,like new,4 cylinders,gas,63342.0,clean,automatic,4wd,compact,SUV,white
2491,25000,85.0,normal,excellent,8 cylinders,gas,10000.0,clean,automatic,rwd,mid-size,pickup,blue
2492,17900,6.0,luxury,like new,6 cylinders,gas,43000.0,clean,automatic,fwd,full-size,sedan,silver
2493,3200,12.0,normal,good,6 cylinders,gas,133000.0,clean,automatic,fwd,full-size,sedan,brown
2494,14900,10.0,normal,excellent,4 cylinders,gas,44637.0,clean,automatic,fwd,sub-compact,convertible,blue
2495,5950,11.0,normal,excellent,4 cylinders,gas,92800.0,clean,automatic,fwd,mid-size,sedan,custom
2496,1300,28.0,luxury,fair,8 cylinders,gas,100.0,clean,automatic,4wd,full-size,sedan,white
2497,6950,15.0,luxury,excellent,6 cylinders,gas,101000.0,clean,automatic,fwd,mid-size,sedan,black
2498,5000,17.0,normal,good,8 cylinders,gas,226000.0,clean,automatic,4wd,full-size,pickup,red
2499,3000,12.0,luxury,good,6 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,sedan,black
2500,16000,14.0,normal,good,8 cylinders,diesel,130000.0,clean,automatic,rwd,full-size,truck,white
2501,1000,13.0,normal,fair,6 cylinders,gas,230000.0,rebuilt,automatic,fwd,full-size,SUV,black
2502,17800,8.0,normal,excellent,8 cylinders,diesel,266538.0,clean,automatic,4wd,full-size,truck,white
2503,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
2504,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
2505,9495,3.0,normal,excellent,4 cylinders,gas,50374.0,clean,automatic,fwd,compact,sedan,white
2506,11950,10.0,normal,excellent,6 cylinders,gas,81700.0,clean,automatic,fwd,full-size,SUV,black
2507,17900,2.0,normal,like new,4 cylinders,gas,22000.0,clean,automatic,fwd,full-size,SUV,silver
2508,107850,4.0,luxury,like new,8 cylinders,gas,21875.0,clean,automatic,4wd,full-size,SUV,yellow
2509,4900,14.0,normal,good,6 cylinders,gas,174841.0,clean,automatic,4wd,mid-size,SUV,blue
2510,1700,26.0,luxury,fair,4 cylinders,gas,183000.0,clean,automatic,rwd,compact,sedan,white
2511,10500,8.0,normal,excellent,4 cylinders,gas,19900.0,lien,automatic,fwd,compact,hatchback,silver
2512,11977,10.0,normal,good,8 cylinders,gas,119274.0,clean,automatic,rwd,full-size,van,white
2513,10977,8.0,normal,good,8 cylinders,gas,130278.0,clean,automatic,rwd,full-size,van,white
2514,38900,2.0,normal,excellent,6 cylinders,gas,24329.0,clean,automatic,4wd,mid-size,truck,blue
2515,8250,8.0,normal,excellent,4 cylinders,gas,142000.0,clean,automatic,fwd,full-size,SUV,black
2516,5800,8.0,normal,like new,5 cylinders,gas,98000.0,clean,automatic,fwd,mid-size,sedan,white
2517,16798,5.0,normal,like new,4 cylinders,gas,71318.0,clean,automatic,rwd,mid-size,truck,white
2518,25900,3.0,luxury,excellent,4 cylinders,gas,21528.0,clean,automatic,fwd,compact,SUV,black
2519,13900,15.0,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white
2520,3950,17.0,normal,excellent,4 cylinders,gas,11200.0,clean,automatic,fwd,mid-size,sedan,silver
2521,9000,7.0,normal,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,full-size,sedan,black
2522,13000,7.0,luxury,excellent,4 cylinders,gas,67909.0,lien,automatic,4wd,mid-size,sedan,blue
2523,2500,12.0,normal,good,6 cylinders,gas,156123.0,clean,automatic,fwd,sub-compact,SUV,black
2524,11500,9.0,luxury,excellent,6 cylinders,gas,122500.0,clean,automatic,4wd,mid-size,SUV,blue
2525,14998,3.0,normal,like new,4 cylinders,gas,74888.0,clean,automatic,fwd,mid-size,sedan,red
2526,12500,9.0,normal,excellent,4 cylinders,gas,84000.0,clean,automatic,fwd,compact,SUV,red
2527,2000,17.0,normal,good,4 cylinders,gas,96538.0,clean,automatic,fwd,mid-size,wagon,white
2528,6500,9.0,normal,good,4 cylinders,gas,81000.0,clean,automatic,fwd,compact,sedan,blue
2529,10500,11.0,normal,excellent,8 cylinders,gas,170000.0,rebuilt,automatic,rwd,full-size,sedan,silver
2530,5900,25.0,luxury,excellent,8 cylinders,gas,138000.0,clean,automatic,rwd,mid-size,coupe,white
