,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
1066,1700,15.0,normal,good,4 cylinders,gas,155220.0,clean,automatic,fwd,compact,sedan,red
1067,1500,17.0,normal,good,4 cylinders,gas,171000.0,clean,automatic,fwd,compact,sedan,yellow
1068,2500,21.0,normal,good,6 cylinders,gas,81000.0,clean,automatic,fwd,full-size,sedan,brown
1069,6495,14.0,normal,good,4 cylinders,gas,135500.0,clean,automatic,fwd,mid-size,sedan,brown
1070,1350,21.0,normal,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,full-size,mini-van,white
1071,3700,11.0,normal,excellent,4 cylinders,gas,175000.0,clean,manual,fwd,mid-size,sedan,blue
1072,57650,1.0,normal,like new,8 cylinders,gas,22590.0,clean,automatic,4wd,full-size,pickup,blue
1073,23999,6.0,normal,excellent,6 cylinders,gas,41000.0,clean,automatic,fwd,full-size,truck,white
1074,19900,5.0,normal,like new,6 cylinders,gas,8403.0,clean,automatic,rwd,full-size,coupe,custom
1075,1399,20.0,luxury,good,8 cylinders,gas,127609.0,clean,automatic,rwd,full-size,sedan,silver
1076,28990,3.0,luxury,excellent,4 cylinders,gas,35339.0,clean,automatic,fwd,full-size,SUV,white
1077,11900,20.0,normal,excellent,6 cylinders,gas,134390.0,clean,manual,rwd,full-size,pickup,red
1078,1699,15.0,normal,good,4 cylinders,gas,194940.0,clean,automatic,fwd,compact,hatchback,silver
1079,11500,9.0,normal,excellent,8 cylinders,gas,166.0,clean,automatic,rwd,full-size,pickup,white
1080,6900,10.0,normal,like new,6 cylinders,gas,108529.0,clean,automatic,fwd,full-size,SUV,silver
1081,6499,4.0,normal,excellent,4 cylinders,gas,145473.0,clean,automatic,fwd,full-size,sedan,blue
1082,12000,33.0,normal,like new,8 cylinders,gas,30000.0,clean,automatic,rwd,mid-size,coupe,red
1083,10500,12.0,normal,excellent,8 cylinders,gas,115000.0,clean,automatic,rwd,compact,SUV,blue
1084,26500,9.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
1085,26500,9.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
1086,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1087,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1088,27500,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
1089,31990,3.0,luxury,excellent,4 cylinders,gas,40149.0,clean,automatic,rwd,compact,coupe,black
1090,1800,8.0,normal,like new,4 cylinders,gas,139661.0,clean,automatic,fwd,mid-size,sedan,red
1091,2300,17.0,normal,good,8 cylinders,gas,280000.0,clean,automatic,rwd,full-size,truck,red
1092,1900,7.0,normal,like new,4 cylinders,gas,90034.0,clean,automatic,fwd,mid-size,sedan,red
1093,15990,5.0,luxury,excellent,4 cylinders,hybrid,71319.0,clean,automatic,fwd,full-size,hatchback,white
1094,19200,49.0,normal,good,8 cylinders,gas,56000.0,clean,automatic,rwd,full-size,truck,custom
1095,13900,7.0,normal,like new,6 cylinders,gas,55000.0,clean,automatic,4wd,mid-size,SUV,grey
1096,7499,10.0,luxury,excellent,6 cylinders,gas,104641.0,clean,automatic,rwd,full-size,sedan,black
1097,5450,14.0,normal,excellent,6 cylinders,gas,136108.0,clean,automatic,fwd,mid-size,mini-van,custom
1098,5499,13.0,normal,excellent,4 cylinders,gas,111029.0,clean,manual,fwd,full-size,hatchback,green
1099,2799,18.0,normal,excellent,6 cylinders,gas,2000000.0,clean,automatic,fwd,mid-size,SUV,silver
1100,21995,4.0,normal,excellent,6 cylinders,gas,62933.0,clean,automatic,fwd,mid-size,SUV,grey
1101,29995,4.0,normal,excellent,6 cylinders,gas,48740.0,clean,automatic,rwd,full-size,truck,grey
1102,27995,3.0,normal,excellent,6 cylinders,gas,86265.0,clean,automatic,rwd,full-size,truck,silver
1103,21990,3.0,luxury,excellent,4 cylinders,gas,78351.0,clean,automatic,fwd,mid-size,SUV,white
1104,29990,1.0,normal,excellent,6 cylinders,gas,32698.0,clean,automatic,rwd,full-size,pickup,white
1105,10990,4.0,normal,excellent,4 cylinders,gas,142169.0,clean,automatic,fwd,full-size,sedan,grey
1106,5695,13.0,normal,excellent,6 cylinders,gas,119100.0,clean,automatic,fwd,full-size,sedan,custom
1107,4550,18.0,normal,like new,6 cylinders,gas,49936.0,clean,automatic,fwd,mid-size,sedan,grey
1108,3550,13.0,normal,like new,4 cylinders,gas,103000.0,clean,automatic,fwd,mid-size,SUV,grey
1109,6850,11.0,normal,like new,6 cylinders,gas,147447.0,clean,automatic,rwd,mid-size,sedan,white
1110,6850,15.0,luxury,like new,6 cylinders,gas,139980.0,clean,automatic,fwd,mid-size,SUV,silver
1111,3550,13.0,normal,like new,4 cylinders,gas,94000.0,clean,automatic,fwd,sub-compact,convertible,silver
1112,7900,12.0,normal,like new,8 cylinders,gas,208995.0,clean,automatic,4wd,full-size,SUV,brown
1113,795,12.0,normal,excellent,6 cylinders,gas,182532.0,clean,automatic,4wd,mid-size,SUV,red
1114,495,16.0,normal,good,4 cylinders,gas,156401.0,clean,manual,4wd,mid-size,SUV,blue
1115,495,16.0,normal,excellent,4 cylinders,gas,127946.0,clean,automatic,fwd,compact,sedan,grey
1116,495,16.0,normal,excellent,4 cylinders,gas,157426.0,clean,automatic,fwd,mid-size,sedan,white
1117,595,9.0,normal,excellent,4 cylinders,gas,143880.0,clean,automatic,fwd,compact,sedan,red
1118,22900,7.0,normal,good,8 cylinders,gas,80650.0,clean,automatic,rwd,full-size,truck,white
1119,6995,11.0,luxury,excellent,6 cylinders,gas,56456.0,clean,automatic,rwd,mid-size,sedan,black
1120,22990,4.0,luxury,excellent,4 cylinders,gas,69998.0,clean,automatic,rwd,compact,convertible,white
1121,3900,13.0,normal,like new,6 cylinders,gas,172254.0,clean,automatic,fwd,mid-size,SUV,silver
1122,8900,8.0,normal,like new,4 cylinders,gas,170259.0,clean,automatic,fwd,mid-size,SUV,white
1123,10997,8.0,normal,like new,4 cylinders,hybrid,74000.0,clean,automatic,fwd,compact,hatchback,silver
1124,14900,11.0,normal,like new,6 cylinders,gas,123001.0,clean,automatic,4wd,mid-size,other,red
1125,5900,12.0,luxury,like new,4 cylinders,gas,162154.0,clean,manual,fwd,mid-size,sedan,black
1126,6900,9.0,normal,like new,4 cylinders,gas,150980.0,clean,automatic,fwd,mid-size,SUV,silver
1127,3900,14.0,normal,like new,5 cylinders,gas,182601.0,clean,automatic,fwd,mid-size,sedan,white
1128,12900,10.0,normal,like new,8 cylinders,gas,160497.0,clean,automatic,rwd,mid-size,coupe,yellow
1129,9900,17.0,normal,like new,8 cylinders,gas,114062.0,clean,automatic,4wd,full-size,pickup,white
1130,6900,9.0,normal,like new,6 cylinders,gas,171506.0,clean,automatic,fwd,mid-size,sedan,black
1131,6900,8.0,normal,like new,4 cylinders,gas,82839.0,clean,automatic,fwd,mid-size,SUV,blue
1132,6900,10.0,normal,like new,6 cylinders,gas,160105.0,clean,automatic,fwd,full-size,mini-van,blue
1133,3900,16.0,normal,like new,6 cylinders,gas,134256.0,clean,automatic,4wd,full-size,SUV,black
1134,1,6.0,normal,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green
1135,1,5.0,luxury,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black
1136,1,8.0,normal,excellent,10 cylinders,gas,80898.0,clean,other,4wd,full-size,truck,grey
1137,1,8.0,normal,excellent,6 cylinders,gas,66000.0,clean,manual,rwd,mid-size,coupe,black
1138,1,5.0,normal,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black
1139,1,1.0,normal,excellent,6 cylinders,gas,14954.0,clean,automatic,rwd,full-size,truck,custom
1140,1,3.0,normal,excellent,4 cylinders,gas,33934.0,clean,automatic,rwd,mid-size,coupe,grey
1141,3750,12.0,normal,excellent,4 cylinders,gas,159000.0,clean,automatic,fwd,mid-size,SUV,orange
1142,1,1.0,luxury,excellent,10 cylinders,electric,18759.0,clean,other,rwd,compact,sedan,custom
1143,23999,4.0,normal,excellent,6 cylinders,gas,36638.0,clean,other,rwd,mid-size,coupe,custom
1144,1,5.0,luxury,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white
1145,1,3.0,normal,excellent,10 cylinders,gas,44178.0,clean,manual,4wd,mid-size,coupe,grey
1146,29900,2.0,normal,good,6 cylinders,gas,17480.0,clean,automatic,rwd,full-size,truck,white
1147,0,5.0,normal,excellent,6 cylinders,gas,52000.0,clean,automatic,fwd,full-size,SUV,red
1148,39900,1.0,normal,good,8 cylinders,gas,38200.0,clean,automatic,4wd,full-size,truck,white
1149,26900,3.0,normal,good,6 cylinders,gas,101100.0,clean,automatic,rwd,full-size,truck,white
1150,34900,3.0,normal,good,8 cylinders,gas,10500.0,clean,automatic,rwd,full-size,truck,custom
1151,36900,2.0,normal,good,6 cylinders,gas,54030.0,clean,automatic,4wd,full-size,truck,white
1152,40900,1.0,normal,good,6 cylinders,gas,11523.0,clean,automatic,4wd,full-size,truck,grey
1153,27900,3.0,normal,good,8 cylinders,gas,101120.0,clean,automatic,4wd,full-size,truck,white
1154,35900,3.0,normal,good,6 cylinders,gas,43104.0,clean,automatic,rwd,full-size,truck,brown
1155,34900,2.0,normal,good,6 cylinders,gas,74089.0,clean,automatic,4wd,full-size,truck,white
1156,30900,3.0,normal,good,6 cylinders,gas,72607.0,clean,automatic,rwd,full-size,truck,white
1157,18900,6.0,normal,good,8 cylinders,gas,89308.0,clean,automatic,rwd,full-size,truck,white
1158,34900,2.0,normal,good,6 cylinders,gas,18534.0,clean,automatic,4wd,full-size,truck,black
1159,64900,1.0,normal,good,8 cylinders,diesel,17887.0,clean,automatic,4wd,full-size,truck,white
1160,45900,2.0,normal,good,8 cylinders,diesel,42951.0,clean,automatic,4wd,full-size,truck,white
1161,59900,0.0,normal,good,6 cylinders,gas,1912.0,clean,automatic,4wd,full-size,truck,silver
1162,31900,3.0,normal,good,8 cylinders,gas,53842.0,clean,automatic,4wd,full-size,truck,white
1163,25900,4.0,normal,good,8 cylinders,gas,94949.0,clean,automatic,4wd,full-size,truck,white
1164,3200,17.0,normal,fair,8 cylinders,gas,112712.0,clean,automatic,4wd,full-size,SUV,silver
1165,8995,5.0,normal,like new,4 cylinders,gas,87820.0,clean,automatic,fwd,full-size,sedan,silver
1166,17500,2.0,normal,excellent,4 cylinders,gas,24500.0,clean,manual,rwd,mid-size,pickup,black
1167,6250,8.0,normal,good,4 cylinders,gas,109000.0,clean,automatic,4wd,mid-size,SUV,white
1168,2250,27.0,normal,fair,8 cylinders,gas,250000.0,clean,automatic,rwd,full-size,truck,red
1169,2750,21.0,normal,good,6 cylinders,gas,207000.0,clean,automatic,rwd,full-size,pickup,white
1170,4300,13.0,normal,excellent,4 cylinders,gas,112000.0,clean,automatic,fwd,mid-size,SUV,white
1171,18400,10.0,luxury,like new,8 cylinders,gas,140000.0,clean,automatic,4wd,full-size,SUV,grey
1172,3500,12.0,normal,like new,6 cylinders,gas,115000.0,clean,automatic,fwd,mid-size,sedan,red
1173,5800,8.0,normal,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,full-size,sedan,silver
1174,6900,17.0,normal,excellent,8 cylinders,gas,164000.0,clean,automatic,4wd,compact,SUV,white
1175,7900,11.0,luxury,excellent,4 cylinders,gas,102000.0,clean,automatic,4wd,full-size,wagon,black
1176,11900,14.0,normal,excellent,8 cylinders,diesel,164000.0,clean,automatic,4wd,full-size,truck,grey
1177,19990,6.0,luxury,excellent,6 cylinders,gas,105295.0,clean,automatic,rwd,mid-size,sedan,white
1178,3500,17.0,normal,excellent,4 cylinders,gas,190000.0,clean,automatic,rwd,compact,convertible,green
1179,9800,6.0,normal,excellent,4 cylinders,gas,109000.0,clean,automatic,fwd,full-size,sedan,silver
1180,28999,4.0,normal,excellent,8 cylinders,gas,87191.0,clean,automatic,4wd,full-size,truck,custom
1181,11900,8.0,normal,like new,8 cylinders,gas,132906.0,clean,automatic,4wd,full-size,SUV,black
1182,15000,5.0,normal,good,6 cylinders,gas,94000.0,clean,automatic,rwd,full-size,pickup,white
1183,2500,12.0,luxury,good,6 cylinders,gas,132488.0,clean,automatic,fwd,compact,sedan,silver
1184,3200,11.0,normal,excellent,5 cylinders,gas,156500.0,clean,manual,fwd,compact,sedan,black
1185,14200,5.0,normal,like new,4 cylinders,gas,40400.0,clean,automatic,fwd,compact,sedan,blue
1186,6400,14.0,luxury,good,8 cylinders,gas,140000.0,clean,automatic,rwd,mid-size,coupe,grey
1187,11999,5.0,normal,excellent,4 cylinders,gas,70873.0,clean,automatic,fwd,full-size,sedan,grey
1188,6950,14.0,normal,good,8 cylinders,gas,161520.0,clean,automatic,rwd,full-size,SUV,black
1189,12999,4.0,normal,excellent,4 cylinders,gas,49454.0,clean,automatic,fwd,mid-size,hatchback,grey
1190,2200,14.0,normal,good,6 cylinders,gas,201000.0,clean,automatic,fwd,full-size,mini-van,silver
1191,15995,7.0,normal,like new,8 cylinders,gas,181660.0,clean,automatic,4wd,full-size,pickup,white
1192,8950,8.0,normal,good,6 cylinders,gas,154136.0,clean,automatic,fwd,mid-size,hatchback,blue
1193,5950,5.0,normal,good,4 cylinders,gas,69950.0,clean,automatic,fwd,compact,hatchback,silver
1194,4500,8.0,normal,excellent,4 cylinders,gas,179971.0,clean,manual,fwd,mid-size,sedan,grey
1195,6550,9.0,normal,excellent,4 cylinders,gas,105558.0,clean,automatic,fwd,full-size,SUV,white
1196,4500,13.0,normal,good,6 cylinders,gas,197663.0,clean,automatic,4wd,full-size,SUV,red
1197,9999,9.0,normal,good,8 cylinders,gas,174000.0,clean,automatic,4wd,full-size,truck,silver
1198,12500,5.0,normal,excellent,4 cylinders,diesel,24600.0,rebuilt,automatic,fwd,full-size,hatchback,black
1199,21999,1.0,normal,excellent,4 cylinders,gas,21855.0,clean,automatic,rwd,full-size,SUV,silver
1200,34999,5.0,normal,excellent,8 cylinders,gas,40561.0,clean,automatic,4wd,full-size,SUV,custom
1201,3995,11.0,normal,good,4 cylinders,gas,176414.0,clean,manual,4wd,mid-size,hatchback,black
1202,4995,8.0,normal,like new,4 cylinders,gas,93000.0,clean,manual,fwd,compact,coupe,red
1203,2995,17.0,luxury,excellent,8 cylinders,gas,114502.0,clean,automatic,fwd,full-size,sedan,silver
1204,6995,20.0,normal,good,8 cylinders,diesel,302000.0,clean,automatic,rwd,full-size,pickup,blue
1205,14650,4.0,normal,excellent,4 cylinders,gas,66439.0,clean,automatic,4wd,mid-size,SUV,blue
1206,6200,7.0,normal,good,4 cylinders,gas,114000.0,clean,automatic,fwd,compact,sedan,silver
1207,4400,12.0,normal,excellent,6 cylinders,gas,123000.0,clean,automatic,fwd,mid-size,sedan,white
1208,35995,1.0,normal,like new,8 cylinders,gas,11146.0,clean,automatic,rwd,mid-size,coupe,custom
1209,2200,17.0,normal,good,8 cylinders,gas,270000.0,clean,automatic,rwd,full-size,SUV,red
1210,7000,39.0,normal,good,8 cylinders,gas,78000.0,clean,automatic,rwd,full-size,sedan,silver
1211,27000,4.0,luxury,excellent,4 cylinders,gas,36000.0,clean,automatic,4wd,full-size,sedan,grey
1212,2100,20.0,normal,good,6 cylinders,gas,205273.0,clean,automatic,fwd,mid-size,mini-van,silver
1213,975,19.0,normal,good,4 cylinders,gas,120000.0,clean,manual,fwd,mid-size,SUV,silver
1214,4995,21.0,normal,excellent,4 cylinders,gas,109756.0,clean,automatic,4wd,compact,convertible,black
1215,3350,12.0,normal,good,4 cylinders,gas,160000.0,clean,automatic,fwd,compact,sedan,silver
1216,1250,15.0,normal,good,5 cylinders,gas,104000.0,clean,automatic,rwd,mid-size,sedan,blue
1217,3750,21.0,normal,good,8 cylinders,gas,152000.0,clean,automatic,rwd,full-size,truck,white
1218,16500,6.0,normal,good,8 cylinders,gas,115222.0,clean,automatic,4wd,full-size,SUV,custom
1219,2495,17.0,normal,good,4 cylinders,gas,135145.0,clean,manual,fwd,compact,sedan,silver
1220,2995,18.0,normal,excellent,4 cylinders,gas,88000.0,clean,automatic,fwd,mid-size,sedan,silver
1221,7499,17.0,normal,good,8 cylinders,gas,143000.0,clean,automatic,rwd,full-size,truck,white
1222,3500,14.0,normal,good,6 cylinders,gas,118000.0,clean,automatic,fwd,mid-size,sedan,blue
1223,26500,9.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
1224,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1225,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1226,27500,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
1227,27995,11.0,normal,excellent,8 cylinders,diesel,99000.0,clean,automatic,4wd,full-size,truck,white
1228,6995,15.0,normal,like new,6 cylinders,gas,133627.0,clean,automatic,fwd,mid-size,SUV,brown
1229,3995,16.0,normal,good,4 cylinders,gas,161.0,clean,automatic,fwd,compact,SUV,white
1230,12900,17.0,normal,good,8 cylinders,diesel,95285.0,clean,automatic,fwd,full-size,truck,white
1231,3995,11.0,normal,excellent,4 cylinders,gas,117233.0,clean,automatic,fwd,compact,mini-van,red
1232,32800,3.0,normal,like new,8 cylinders,gas,80000.0,clean,automatic,4wd,full-size,pickup,black
1233,3995,13.0,normal,excellent,4 cylinders,gas,112347.0,clean,automatic,fwd,compact,sedan,black
1234,11815,6.0,normal,excellent,4 cylinders,gas,63862.0,clean,automatic,fwd,mid-size,sedan,silver
1235,24900,3.0,normal,like new,4 cylinders,gas,25000.0,clean,automatic,fwd,full-size,SUV,black
1236,5800,14.0,luxury,good,8 cylinders,gas,162000.0,clean,manual,rwd,full-size,SUV,white
1237,29800,9.0,normal,excellent,8 cylinders,diesel,165500.0,clean,automatic,4wd,full-size,truck,brown
1238,3850,16.0,normal,good,6 cylinders,gas,117700.0,clean,automatic,4wd,mid-size,SUV,blue
1239,32500,68.0,normal,excellent,8 cylinders,gas,8500.0,clean,automatic,rwd,full-size,pickup,silver
1240,10000,41.0,normal,excellent,8 cylinders,gas,100000.0,clean,automatic,rwd,full-size,pickup,black
1241,14000,16.0,normal,excellent,other,gas,166000.0,clean,manual,rwd,compact,coupe,blue
1242,20800,15.0,normal,excellent,10 cylinders,gas,142000.0,clean,automatic,rwd,full-size,truck,red
1243,7500,16.0,normal,like new,6 cylinders,gas,58000.0,clean,automatic,rwd,mid-size,pickup,silver
1244,18000,2.0,normal,like new,8 cylinders,gas,98256.0,rebuilt,automatic,fwd,full-size,pickup,brown
1245,7850,5.0,normal,like new,4 cylinders,gas,23340.0,clean,automatic,fwd,sub-compact,hatchback,blue
1246,27500,48.0,normal,good,8 cylinders,gas,95000.0,clean,automatic,rwd,full-size,coupe,green
1247,15800,6.0,normal,like new,5 cylinders,gas,25000.0,clean,automatic,fwd,mid-size,convertible,white
1248,24898,9.0,normal,excellent,8 cylinders,gas,73020.0,clean,automatic,4wd,full-size,truck,grey
1249,15195,10.0,normal,excellent,6 cylinders,gas,94630.0,clean,automatic,4wd,mid-size,SUV,black
1250,29948,5.0,normal,excellent,8 cylinders,gas,115764.0,clean,automatic,4wd,full-size,SUV,grey
1251,16995,7.0,luxury,good,6 cylinders,diesel,94593.0,clean,automatic,4wd,full-size,SUV,grey
1252,21995,5.0,normal,good,4 cylinders,gas,43363.0,clean,automatic,4wd,full-size,SUV,black
1253,15995,7.0,normal,good,6 cylinders,gas,170038.0,clean,automatic,rwd,full-size,SUV,red
1254,4595,15.0,luxury,good,6 cylinders,gas,120140.0,clean,automatic,rwd,full-size,SUV,silver
1255,2350,18.0,luxury,fair,6 cylinders,gas,165097.0,clean,automatic,fwd,mid-size,sedan,silver
1256,31455,4.0,normal,excellent,8 cylinders,gas,90264.0,clean,automatic,4wd,full-size,SUV,white
1257,18291,5.0,normal,excellent,6 cylinders,gas,61818.0,clean,automatic,rwd,full-size,SUV,black
1258,23865,27.0,normal,good,other,gas,110000.0,clean,automatic,rwd,compact,coupe,silver
1259,6500,14.0,normal,good,4 cylinders,gas,176333.0,clean,automatic,fwd,full-size,sedan,blue
1260,18000,27.0,normal,excellent,6 cylinders,diesel,354000.0,clean,automatic,4wd,full-size,pickup,grey
1261,14000,12.0,normal,like new,4 cylinders,gas,35000.0,clean,automatic,fwd,compact,convertible,silver
1262,14000,12.0,normal,like new,4 cylinders,gas,35000.0,clean,automatic,fwd,compact,convertible,silver
1263,9800,7.0,normal,like new,4 cylinders,gas,27310.0,clean,automatic,fwd,compact,coupe,green
1264,10900,55.0,normal,good,8 cylinders,gas,129000.0,clean,automatic,rwd,full-size,coupe,custom
1265,10900,9.0,normal,good,8 cylinders,gas,99800.0,lien,automatic,rwd,full-size,van,white
1266,9500,14.0,normal,excellent,8 cylinders,gas,198000.0,clean,automatic,4wd,full-size,pickup,brown
1267,3995,16.0,normal,good,4 cylinders,gas,168948.0,clean,automatic,fwd,full-size,sedan,white
1268,4995,11.0,normal,good,4 cylinders,gas,193898.0,clean,automatic,fwd,full-size,sedan,white
1269,13000,8.0,normal,excellent,4 cylinders,hybrid,32772.0,clean,automatic,fwd,compact,hatchback,blue
1270,6800,14.0,luxury,good,8 cylinders,gas,154000.0,rebuilt,automatic,4wd,full-size,truck,black
1271,2995,18.0,normal,excellent,4 cylinders,gas,88000.0,clean,manual,fwd,compact,hatchback,grey
1272,24800,5.0,normal,like new,6 cylinders,gas,73000.0,clean,automatic,rwd,mid-size,truck,black
1273,16000,11.0,normal,excellent,8 cylinders,gas,60000.0,clean,automatic,fwd,full-size,pickup,blue
1274,3800,13.0,normal,excellent,4 cylinders,gas,76000.0,clean,automatic,fwd,full-size,sedan,silver
1275,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
1276,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white
1277,17800,8.0,normal,excellent,8 cylinders,diesel,266538.0,clean,automatic,4wd,full-size,truck,white
1278,13800,14.0,normal,excellent,8 cylinders,gas,143631.0,clean,automatic,4wd,full-size,pickup,black
1279,17000,12.0,normal,like new,4 cylinders,gas,35000.0,clean,automatic,fwd,compact,convertible,silver
1280,44800,4.0,normal,excellent,8 cylinders,diesel,153000.0,clean,automatic,4wd,full-size,truck,white
1281,20800,9.0,luxury,excellent,8 cylinders,gas,125000.0,clean,automatic,4wd,full-size,SUV,white
1282,4500,17.0,luxury,good,6 cylinders,gas,147000.0,clean,automatic,rwd,mid-size,coupe,blue
1283,1995,16.0,normal,fair,6 cylinders,gas,197000.0,clean,automatic,fwd,mid-size,convertible,white
1284,995,23.0,normal,good,4 cylinders,gas,112000.0,clean,automatic,fwd,compact,coupe,white
1285,5900,14.0,normal,excellent,6 cylinders,gas,153000.0,clean,automatic,4wd,mid-size,sedan,white
1286,14000,9.0,normal,good,8 cylinders,gas,143000.0,clean,automatic,rwd,full-size,truck,white
1287,28000,9.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white
1288,32000,2.0,normal,good,8 cylinders,gas,61544.0,lien,automatic,4wd,full-size,pickup,red
1289,53800,3.0,normal,excellent,6 cylinders,diesel,58000.0,clean,automatic,4wd,full-size,truck,white
1290,13900,8.0,luxury,excellent,6 cylinders,gas,67800.0,clean,automatic,fwd,mid-size,SUV,red
1291,6000,23.0,luxury,good,8 cylinders,gas,148650.0,clean,automatic,rwd,mid-size,convertible,silver
1292,3300,23.0,normal,fair,8 cylinders,diesel,350000.0,clean,automatic,rwd,full-size,truck,green
1293,4400,32.0,normal,good,8 cylinders,gas,137167.0,clean,automatic,rwd,mid-size,coupe,silver
1294,2200,14.0,normal,good,4 cylinders,gas,150000.0,clean,manual,fwd,compact,hatchback,grey
1295,10900,6.0,normal,excellent,6 cylinders,gas,231000.0,clean,automatic,rwd,full-size,truck,white
1296,23500,6.0,normal,good,6 cylinders,gas,119000.0,clean,automatic,rwd,full-size,truck,black
1297,2150,16.0,normal,good,8 cylinders,gas,157000.0,clean,automatic,rwd,full-size,SUV,silver
1298,4800,9.0,normal,good,4 cylinders,gas,120500.0,clean,automatic,fwd,full-size,sedan,black
1299,8950,5.0,normal,good,4 cylinders,gas,84842.0,clean,automatic,fwd,mid-size,sedan,silver
1300,4995,20.0,normal,excellent,6 cylinders,gas,148245.0,clean,automatic,rwd,mid-size,truck,blue
1301,2200,22.0,normal,good,4 cylinders,gas,142797.0,clean,automatic,fwd,mid-size,sedan,white
1302,6000,15.0,normal,excellent,6 cylinders,gas,109297.0,clean,automatic,fwd,mid-size,van,silver
1303,5400,44.0,normal,fair,8 cylinders,gas,62000.0,clean,automatic,rwd,full-size,pickup,orange
1304,5400,33.0,normal,excellent,8 cylinders,gas,94000.0,clean,automatic,rwd,mid-size,sedan,silver
1305,25999,3.0,normal,excellent,8 cylinders,gas,71426.0,clean,automatic,rwd,full-size,SUV,black
1306,25999,1.0,normal,excellent,6 cylinders,gas,14954.0,clean,automatic,rwd,full-size,truck,custom
1307,6295,14.0,normal,excellent,6 cylinders,gas,126158.0,clean,automatic,fwd,full-size,sedan,silver
1308,7995,9.0,normal,excellent,4 cylinders,gas,141135.0,clean,automatic,fwd,full-size,sedan,silver
1309,5695,10.0,normal,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white
1310,6395,9.0,normal,excellent,4 cylinders,gas,95583.0,clean,automatic,fwd,full-size,SUV,white
1311,7095,10.0,normal,excellent,4 cylinders,gas,142992.0,clean,automatic,fwd,full-size,sedan,grey
1312,5999,11.0,normal,excellent,6 cylinders,gas,107124.0,clean,automatic,fwd,mid-size,SUV,brown
1313,3999,16.0,luxury,excellent,6 cylinders,gas,118164.0,clean,automatic,rwd,full-size,sedan,white
1314,6999,12.0,normal,excellent,4 cylinders,gas,95770.0,clean,automatic,rwd,mid-size,sedan,silver
1315,12499,4.0,normal,good,10 cylinders,gas,168927.0,clean,automatic,rwd,full-size,bus,yellow
1316,9999,19.0,normal,excellent,6 cylinders,gas,83598.0,clean,automatic,4wd,mid-size,truck,red
1317,4499,19.0,normal,good,8 cylinders,gas,230533.0,clean,automatic,rwd,full-size,pickup,red
1318,17900,7.0,normal,excellent,8 cylinders,gas,114971.0,clean,automatic,4wd,full-size,pickup,red
1319,9999,15.0,normal,excellent,4 cylinders,gas,54058.0,clean,manual,rwd,mid-size,truck,black
1320,9999,13.0,normal,excellent,8 cylinders,gas,154362.0,clean,automatic,rwd,mid-size,pickup,black
1321,4695,10.0,normal,excellent,4 cylinders,gas,169000.0,clean,automatic,fwd,compact,SUV,brown
1322,3450,17.0,normal,excellent,4 cylinders,gas,151238.0,clean,automatic,4wd,compact,SUV,red
1323,3450,19.0,normal,excellent,6 cylinders,gas,178000.0,clean,automatic,rwd,full-size,SUV,white
1324,3350,12.0,normal,excellent,6 cylinders,gas,163000.0,clean,automatic,4wd,mid-size,SUV,brown
1325,34999,3.0,luxury,excellent,8 cylinders,gas,41287.0,clean,automatic,4wd,full-size,SUV,black
1326,20999,2.0,normal,excellent,4 cylinders,gas,17355.0,clean,automatic,rwd,full-size,SUV,custom
1327,29999,5.0,normal,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom
1328,37999,2.0,normal,excellent,6 cylinders,gas,24313.0,clean,automatic,4wd,full-size,truck,silver
1329,21999,7.0,normal,excellent,8 cylinders,gas,62014.0,clean,automatic,rwd,full-size,truck,silver
