,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage
191,7990,6.0,normal,excellent,4 cylinders,gas,95034.0,clean,automatic,fwd,compact,sedan,grey,very-high
192,1,52.0,normal,good,8 cylinders,gas,75000.0,clean,automatic,rwd,full-size,coupe,yellow,very-high
193,5700,8.0,normal,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,compact,sedan,black,very-high
194,9390,11.0,normal,excellent,6 cylinders,gas,99000.0,clean,automatic,fwd,full-size,SUV,black,very-high
195,3800,24.0,luxury,good,8 cylinders,gas,178447.0,clean,automatic,rwd,full-size,sedan,white,very-high
196,6500,17.0,normal,good,8 cylinders,gas,189000.0,clean,automatic,4wd,full-size,pickup,black,very-high
197,21900,6.0,normal,excellent,4 cylinders,gas,20361.0,clean,automatic,fwd,sub-compact,convertible,white,high
198,8500,19.0,normal,like new,6 cylinders,gas,17500.0,clean,automatic,fwd,full-size,sedan,white,high
199,9800,13.0,luxury,excellent,8 cylinders,gas,97000.0,clean,automatic,rwd,full-size,sedan,grey,very-high
200,7000,46.0,normal,good,6 cylinders,gas,123000.0,clean,manual,rwd,mid-size,offroad,red,very-high
201,3300,18.0,luxury,excellent,4 cylinders,gas,169.0,clean,automatic,fwd,full-size,sedan,silver,low
202,5800,9.0,normal,excellent,4 cylinders,gas,156000.0,clean,automatic,fwd,mid-size,SUV,white,very-high
203,5900,13.0,normal,new,6 cylinders,gas,91000.0,clean,automatic,fwd,full-size,SUV,custom,very-high
204,9900,42.0,luxury,excellent,other,gas,43000.0,clean,automatic,rwd,mid-size,convertible,yellow,high
205,4950,12.0,normal,excellent,6 cylinders,gas,117500.0,clean,automatic,fwd,mid-size,convertible,red,very-high
206,10900,5.0,normal,excellent,4 cylinders,gas,52000.0,clean,automatic,fwd,full-size,SUV,white,very-high
207,6800,9.0,normal,good,4 cylinders,gas,146123.0,rebuilt,automatic,fwd,full-size,sedan,black,very-high
208,15000,48.0,normal,excellent,6 cylinders,gas,90000.0,clean,automatic,rwd,full-size,coupe,custom,very-high
209,4999,12.0,luxury,like new,6 cylinders,gas,256256.0,clean,automatic,fwd,mid-size,sedan,black,very-high
210,27000,57.0,normal,excellent,8 cylinders,gas,3500.0,clean,automatic,rwd,full-size,coupe,blue,low
211,8485,18.0,normal,excellent,6 cylinders,gas,127181.0,clean,manual,rwd,full-size,pickup,grey,very-high
212,6250,17.0,normal,good,6 cylinders,gas,99545.0,clean,automatic,rwd,mid-size,mini-van,brown,very-high
213,6900,7.0,normal,excellent,6 cylinders,gas,133237.0,clean,automatic,fwd,mid-size,mini-van,silver,very-high
214,12995,12.0,normal,excellent,8 cylinders,gas,128415.0,clean,automatic,rwd,full-size,SUV,white,very-high
215,4985,17.0,normal,excellent,6 cylinders,gas,158247.0,clean,automatic,rwd,mid-size,SUV,yellow,very-high
216,8225,12.0,normal,good,4 cylinders,gas,101292.0,clean,automatic,fwd,compact,SUV,blue,very-high
217,10995,6.0,normal,excellent,6 cylinders,gas,151857.0,clean,automatic,fwd,full-size,SUV,brown,very-high
218,594,1.0,luxury,excellent,6 cylinders,gas,20218.0,clean,automatic,4wd,full-size,sedan,black,high
219,35000,6.0,normal,good,8 cylinders,gas,135436.0,clean,automatic,4wd,full-size,truck,brown,very-high
220,7385,12.0,normal,excellent,6 cylinders,gas,132991.0,clean,automatic,fwd,mid-size,mini-van,brown,very-high
221,14995,5.0,normal,excellent,4 cylinders,gas,63411.0,clean,automatic,fwd,full-size,SUV,black,very-high
222,2500,17.0,normal,good,6 cylinders,gas,244000.0,clean,automatic,rwd,full-size,SUV,brown,very-high
223,14250,7.0,normal,like new,4 cylinders,gas,29000.0,clean,automatic,fwd,mid-size,SUV,silver,high
224,15800,6.0,normal,like new,5 cylinders,gas,25000.0,clean,automatic,fwd,full-size,convertible,white,high
225,9250,6.0,normal,excellent,4 cylinders,gas,91739.0,clean,automatic,fwd,full-size,SUV,brown,very-high
226,28700,0.0,normal,like new,4 cylinders,gas,20000.0,lien,automatic,fwd,mid-size,sedan,white,high
227,5900,9.0,normal,good,4 cylinders,gas,125300.0,clean,automatic,fwd,full-size,sedan,blue,very-high
228,9250,9.0,normal,excellent,4 cylinders,diesel,86540.0,clean,automatic,fwd,mid-size,hatchback,silver,very-high
229,7900,8.0,normal,fair,4 cylinders,hybrid,102440.0,lien,automatic,fwd,mid-size,sedan,black,very-high
230,11000,16.0,normal,good,4 cylinders,gas,1018000.0,clean,manual,4wd,compact,offroad,black,very-high
231,4900,17.0,normal,good,6 cylinders,gas,184106.0,clean,automatic,fwd,full-size,mini-van,silver,very-high
232,16200,5.0,normal,like new,4 cylinders,gas,45900.0,clean,automatic,fwd,full-size,sedan,grey,high
233,7999,6.0,normal,excellent,4 cylinders,gas,108551.0,clean,automatic,fwd,mid-size,SUV,grey,very-high
234,7850,14.0,normal,excellent,6 cylinders,gas,103800.0,clean,automatic,rwd,mid-size,SUV,silver,very-high
235,4999,12.0,normal,excellent,6 cylinders,gas,116.0,clean,automatic,rwd,mid-size,SUV,custom,low
236,32795,4.0,normal,like new,8 cylinders,gas,98943.0,clean,automatic,4wd,full-size,pickup,black,very-high
237,17295,8.0,normal,like new,6 cylinders,gas,178288.0,clean,automatic,4wd,full-size,pickup,red,very-high
238,36295,1.0,normal,like new,8 cylinders,gas,31657.0,clean,automatic,4wd,full-size,pickup,white,high
239,36795,1.0,normal,like new,8 cylinders,gas,22750.0,clean,automatic,4wd,full-size,pickup,grey,high
240,32950,2.0,normal,like new,8 cylinders,gas,57217.0,clean,automatic,4wd,full-size,pickup,red,very-high
241,34495,3.0,normal,like new,8 cylinders,gas,36398.0,clean,automatic,4wd,full-size,pickup,red,high
242,36495,3.0,normal,like new,8 cylinders,gas,28873.0,clean,automatic,4wd,full-size,pickup,black,high
243,35495,4.0,normal,like new,8 cylinders,gas,38268.0,clean,automatic,4wd,full-size,pickup,red,high
244,27895,5.0,normal,like new,8 cylinders,gas,101987.0,clean,automatic,4wd,full-size,pickup,black,very-high
245,20950,5.0,normal,like new,8 cylinders,gas,104433.0,clean,automatic,rwd,full-size,pickup,silver,very-high
246,27950,6.0,normal,like new,8 cylinders,gas,112345.0,clean,automatic,4wd,full-size,pickup,blue,very-high
247,26000,4.0,normal,new,4 cylinders,gas,29500.0,clean,automatic,rwd,mid-size,truck,custom,high
248,1950,16.0,normal,good,6 cylinders,gas,127074.0,clean,automatic,fwd,mid-size,sedan,red,very-high
249,3999,19.0,normal,excellent,6 cylinders,gas,159000.0,clean,automatic,fwd,full-size,mini-van,blue,very-high
250,34950,1.0,normal,excellent,8 cylinders,gas,42125.0,clean,automatic,4wd,full-size,truck,white,high
251,36495,3.0,normal,excellent,8 cylinders,gas,37473.0,clean,automatic,4wd,full-size,truck,silver,high
252,36395,3.0,normal,like new,8 cylinders,gas,36482.0,clean,automatic,4wd,full-size,truck,black,high
253,0,10.0,normal,good,8 cylinders,gas,0.0,clean,automatic,rwd,mid-size,van,white,low
254,9900,7.0,normal,excellent,6 cylinders,gas,127272.0,clean,automatic,fwd,full-size,sedan,silver,very-high
255,15900,8.0,normal,excellent,8 cylinders,gas,100757.0,clean,automatic,rwd,full-size,SUV,brown,very-high
256,21900,8.0,normal,excellent,6 cylinders,diesel,65795.0,clean,automatic,rwd,full-size,truck,white,very-high
257,10900,8.0,normal,excellent,4 cylinders,gas,70930.0,clean,automatic,fwd,full-size,SUV,black,very-high
258,16900,0.0,normal,like new,4 cylinders,gas,19515.0,clean,automatic,fwd,full-size,sedan,grey,high
259,38495,3.0,normal,like new,8 cylinders,gas,28000.0,clean,automatic,rwd,full-size,truck,black,high
260,4900,11.0,normal,good,4 cylinders,gas,103775.0,clean,manual,fwd,compact,hatchback,white,very-high
261,1900,11.0,normal,good,4 cylinders,gas,18823.0,clean,automatic,fwd,full-size,hatchback,grey,high
262,4200,14.0,normal,like new,6 cylinders,gas,169359.0,clean,automatic,4wd,mid-size,sedan,white,very-high
263,4999,12.0,luxury,like new,6 cylinders,gas,256500.0,clean,automatic,fwd,mid-size,sedan,black,very-high
264,9800,15.0,normal,like new,8 cylinders,gas,150.0,clean,automatic,rwd,full-size,SUV,white,low
265,8500,9.0,normal,excellent,6 cylinders,gas,170040.0,rebuilt,automatic,fwd,mid-size,mini-van,grey,very-high
266,47795,1.0,normal,like new,8 cylinders,gas,16101.0,clean,automatic,4wd,full-size,truck,black,high
267,5800,7.0,normal,good,4 cylinders,gas,74500.0,clean,automatic,fwd,compact,hatchback,orange,very-high
268,26500,4.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white,very-high
269,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white,very-high
270,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white,very-high
271,27500,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white,very-high
272,27500,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white,very-high
273,11900,7.0,normal,excellent,6 cylinders,diesel,160136.0,clean,automatic,4wd,mid-size,SUV,blue,very-high
274,21900,8.0,luxury,excellent,8 cylinders,gas,99825.0,clean,automatic,rwd,full-size,convertible,silver,very-high
275,36495,3.0,normal,excellent,8 cylinders,gas,37473.0,clean,automatic,4wd,full-size,truck,silver,high
276,34550,1.0,normal,excellent,8 cylinders,gas,42125.0,clean,automatic,4wd,full-size,truck,white,high
277,45450,1.0,normal,new,8 cylinders,gas,9281.0,clean,automatic,4wd,full-size,truck,blue,average
278,44995,4.0,normal,excellent,8 cylinders,diesel,110066.0,clean,automatic,4wd,full-size,truck,silver,very-high
279,87950,13.0,luxury,excellent,8 cylinders,gas,44250.0,clean,automatic,rwd,compact,convertible,red,high
280,36950,4.0,normal,like new,8 cylinders,gas,57505.0,clean,automatic,4wd,full-size,truck,white,very-high
281,2500,23.0,normal,good,6 cylinders,gas,187000.0,clean,automatic,4wd,full-size,SUV,custom,very-high
282,8500,20.0,normal,good,6 cylinders,gas,180000.0,clean,automatic,rwd,mid-size,pickup,black,very-high
283,4000,18.0,normal,good,6 cylinders,gas,139020.0,clean,automatic,rwd,mid-size,pickup,white,very-high
284,2500,14.0,normal,good,4 cylinders,gas,189123.0,clean,automatic,fwd,compact,sedan,red,very-high
285,21312,2.0,normal,excellent,8 cylinders,gas,112300.0,lien,automatic,rwd,full-size,truck,white,very-high
286,3300,21.0,normal,good,6 cylinders,gas,166456.0,clean,automatic,rwd,full-size,pickup,custom,very-high
287,4995,10.0,normal,good,6 cylinders,gas,108456.0,clean,automatic,fwd,full-size,sedan,brown,very-high
288,8995,4.0,normal,excellent,6 cylinders,gas,133103.0,clean,automatic,fwd,full-size,van,silver,very-high
289,11995,7.0,normal,excellent,6 cylinders,gas,127439.0,clean,automatic,fwd,full-size,SUV,grey,very-high
290,13450,8.0,normal,excellent,8 cylinders,gas,106491.0,clean,automatic,rwd,full-size,truck,green,very-high
291,13950,11.0,luxury,good,4 cylinders,gas,136573.0,clean,automatic,4wd,mid-size,coupe,black,very-high
292,20800,15.0,normal,excellent,10 cylinders,gas,142000.0,clean,automatic,rwd,full-size,truck,red,very-high
293,5300,14.0,normal,good,4 cylinders,gas,101500.0,clean,automatic,fwd,compact,hatchback,blue,very-high
294,4900,13.0,luxury,excellent,6 cylinders,gas,144323.0,clean,automatic,rwd,mid-size,sedan,black,very-high
295,12995,12.0,normal,excellent,8 cylinders,gas,128415.0,clean,automatic,rwd,full-size,SUV,white,very-high
296,5500,13.0,normal,good,4 cylinders,gas,71300.0,clean,manual,fwd,compact,coupe,grey,very-high
297,5500,7.0,normal,good,4 cylinders,gas,58760.0,clean,manual,fwd,compact,hatchback,red,very-high
298,19900,12.0,normal,excellent,8 cylinders,diesel,160658.0,clean,automatic,4wd,full-size,truck,grey,very-high
299,13900,6.0,luxury,excellent,4 cylinders,gas,102473.0,clean,automatic,fwd,full-size,sedan,black,very-high
300,12900,13.0,luxury,excellent,8 cylinders,gas,100194.0,clean,automatic,4wd,full-size,sedan,silver,very-high
301,12900,12.0,luxury,excellent,8 cylinders,gas,143684.0,clean,automatic,rwd,full-size,SUV,blue,very-high
302,11799,13.0,luxury,excellent,8 cylinders,gas,117816.0,clean,automatic,4wd,full-size,SUV,white,very-high
303,4900,15.0,normal,excellent,4 cylinders,gas,126626.0,clean,automatic,fwd,full-size,sedan,silver,very-high
304,13900,8.0,normal,excellent,8 cylinders,gas,114484.0,clean,automatic,rwd,full-size,SUV,black,very-high
305,8900,9.0,normal,excellent,6 cylinders,gas,102100.0,clean,automatic,fwd,full-size,SUV,red,very-high
306,14500,5.0,normal,excellent,4 cylinders,gas,41500.0,clean,automatic,fwd,full-size,sedan,white,high
307,3499,11.0,normal,excellent,4 cylinders,gas,165000.0,clean,automatic,fwd,mid-size,sedan,white,very-high
308,3500,14.0,normal,excellent,6 cylinders,gas,134000.0,clean,automatic,fwd,full-size,SUV,black,very-high
309,3500,10.0,normal,excellent,4 cylinders,gas,134000.0,clean,automatic,fwd,full-size,sedan,silver,very-high
310,4435,10.0,normal,good,5 cylinders,gas,126573.0,clean,automatic,fwd,mid-size,sedan,black,very-high
311,2500,18.0,normal,good,8 cylinders,gas,260000.0,clean,automatic,rwd,full-size,truck,green,very-high
312,12000,24.0,normal,like new,8 cylinders,gas,160000.0,clean,automatic,rwd,full-size,other,red,very-high
313,4600,12.0,normal,good,6 cylinders,gas,141225.0,clean,automatic,fwd,mid-size,SUV,purple,very-high
314,5750,11.0,normal,good,6 cylinders,gas,173000.0,clean,automatic,fwd,full-size,mini-van,silver,very-high
315,34950,4.0,normal,excellent,8 cylinders,gas,37296.0,clean,automatic,4wd,full-size,truck,black,high
316,6500,8.0,normal,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,compact,hatchback,black,very-high
317,3000,9.0,normal,good,4 cylinders,gas,130000.0,clean,automatic,fwd,compact,coupe,silver,very-high
318,1999,17.0,normal,good,4 cylinders,gas,180000.0,clean,automatic,fwd,full-size,sedan,red,very-high
319,19900,3.0,normal,good,8 cylinders,gas,49508.0,clean,automatic,rwd,full-size,truck,white,high
320,14900,7.0,normal,excellent,6 cylinders,gas,125338.0,clean,automatic,fwd,full-size,SUV,black,very-high
321,4900,14.0,normal,good,4 cylinders,gas,135400.0,clean,automatic,fwd,compact,coupe,blue,very-high
322,6000,9.0,normal,good,6 cylinders,gas,144000.0,clean,automatic,fwd,full-size,mini-van,black,very-high
323,15000,16.0,luxury,like new,8 cylinders,gas,93000.0,clean,automatic,4wd,full-size,truck,white,very-high
324,16499,10.0,luxury,excellent,8 cylinders,gas,65000.0,clean,automatic,rwd,mid-size,coupe,grey,very-high
325,28750,6.0,normal,excellent,8 cylinders,gas,91184.0,clean,automatic,4wd,full-size,truck,black,very-high
326,9950,12.0,normal,like new,8 cylinders,gas,142310.0,clean,automatic,4wd,full-size,pickup,black,very-high
327,14995,5.0,normal,excellent,4 cylinders,gas,63411.0,clean,automatic,fwd,full-size,SUV,black,very-high
328,21999,1.0,normal,excellent,4 cylinders,gas,21855.0,clean,automatic,rwd,full-size,SUV,silver,high
329,34999,5.0,normal,excellent,8 cylinders,gas,40561.0,clean,automatic,4wd,full-size,SUV,custom,high
330,12900,13.0,luxury,excellent,8 cylinders,gas,113113.0,clean,automatic,4wd,full-size,SUV,silver,very-high
331,13900,10.0,luxury,excellent,8 cylinders,gas,122311.0,clean,automatic,rwd,full-size,SUV,black,very-high
332,20900,12.0,normal,excellent,8 cylinders,diesel,185527.0,clean,automatic,4wd,full-size,truck,black,very-high
333,17900,9.0,luxury,excellent,8 cylinders,gas,72513.0,clean,automatic,4wd,full-size,sedan,white,very-high
334,14900,6.0,luxury,excellent,4 cylinders,gas,89754.0,clean,automatic,rwd,full-size,sedan,black,very-high
335,11900,6.0,normal,excellent,6 cylinders,gas,114336.0,clean,automatic,rwd,full-size,sedan,blue,very-high
336,19900,15.0,normal,excellent,8 cylinders,gas,51715.0,clean,automatic,rwd,full-size,coupe,silver,very-high
337,8900,7.0,normal,excellent,4 cylinders,gas,99508.0,clean,automatic,fwd,full-size,coupe,black,very-high
338,11900,6.0,normal,excellent,4 cylinders,gas,71496.0,clean,automatic,fwd,compact,coupe,red,very-high
339,24900,6.0,normal,excellent,8 cylinders,gas,96069.0,clean,automatic,4wd,full-size,truck,brown,very-high
340,18900,10.0,luxury,excellent,8 cylinders,gas,113630.0,clean,automatic,4wd,full-size,SUV,white,very-high
341,26980,6.0,normal,excellent,8 cylinders,diesel,147337.0,clean,automatic,4wd,full-size,truck,white,very-high
342,2499,14.0,normal,excellent,6 cylinders,gas,117000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
343,22990,5.0,luxury,excellent,4 cylinders,diesel,96506.0,clean,automatic,rwd,full-size,wagon,white,very-high
344,0,12.0,normal,good,4 cylinders,gas,131700.0,clean,automatic,fwd,compact,hatchback,red,very-high
345,0,16.0,normal,good,8 cylinders,gas,128400.0,clean,automatic,4wd,mid-size,SUV,black,very-high
346,0,12.0,normal,good,6 cylinders,gas,73700.0,clean,automatic,fwd,mid-size,sedan,green,very-high
347,0,15.0,normal,good,4 cylinders,gas,77200.0,clean,automatic,fwd,compact,sedan,grey,very-high
348,4500,20.0,normal,good,8 cylinders,gas,226046.0,clean,automatic,rwd,full-size,pickup,red,very-high
349,7500,18.0,normal,excellent,8 cylinders,gas,162144.0,clean,automatic,rwd,full-size,pickup,white,very-high
350,900,41.0,normal,fair,8 cylinders,gas,103000.0,clean,automatic,fwd,full-size,coupe,grey,very-high
351,0,11.0,normal,good,4 cylinders,gas,107900.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
352,14990,14.0,normal,good,8 cylinders,diesel,205182.0,clean,automatic,4wd,full-size,truck,blue,very-high
353,85,11.0,normal,good,6 cylinders,gas,91056.0,clean,automatic,fwd,full-size,van,blue,very-high
354,85,9.0,normal,good,4 cylinders,gas,113438.0,clean,automatic,fwd,mid-size,sedan,green,very-high
355,85,12.0,normal,good,8 cylinders,gas,159960.0,clean,automatic,4wd,full-size,truck,blue,very-high
356,85,8.0,normal,good,4 cylinders,gas,152228.0,clean,automatic,fwd,mid-size,sedan,red,very-high
357,3100,13.0,normal,good,4 cylinders,gas,135000.0,clean,automatic,fwd,compact,sedan,white,very-high
358,2000,21.0,normal,excellent,8 cylinders,gas,174000.0,clean,automatic,rwd,full-size,pickup,white,very-high
359,2900,15.0,normal,excellent,6 cylinders,gas,126000.0,clean,automatic,rwd,mid-size,SUV,black,very-high
360,2000,13.0,normal,excellent,8 cylinders,gas,174000.0,clean,automatic,rwd,full-size,van,white,very-high
361,2999,25.0,normal,good,6 cylinders,gas,150000.0,clean,automatic,rwd,full-size,truck,red,very-high
362,31999,4.0,normal,like new,6 cylinders,gas,26100.0,clean,automatic,4wd,full-size,pickup,red,high
363,18500,4.0,normal,like new,8 cylinders,diesel,71000.0,clean,automatic,4wd,full-size,truck,white,very-high
364,2000,12.0,normal,good,8 cylinders,gas,172000.0,clean,automatic,rwd,full-size,van,white,very-high
365,6900,21.0,normal,good,8 cylinders,gas,170000.0,clean,automatic,rwd,full-size,truck,white,very-high
366,1500,18.0,normal,good,8 cylinders,gas,170000.0,clean,automatic,rwd,full-size,SUV,grey,very-high
367,5500,10.0,normal,good,6 cylinders,gas,90113.0,clean,automatic,fwd,mid-size,convertible,white,very-high
368,49990,2.0,normal,excellent,8 cylinders,diesel,40657.0,clean,automatic,4wd,full-size,pickup,white,high
369,20990,7.0,luxury,excellent,6 cylinders,gas,108684.0,clean,automatic,4wd,full-size,sedan,grey,very-high
370,3500,15.0,normal,good,4 cylinders,gas,145479.0,clean,automatic,fwd,mid-size,SUV,blue,very-high
371,3500,12.0,normal,good,4 cylinders,gas,137918.0,clean,automatic,fwd,compact,sedan,blue,very-high
372,6950,7.0,normal,excellent,4 cylinders,gas,113945.0,clean,automatic,fwd,sub-compact,SUV,grey,very-high
373,8950,9.0,normal,excellent,4 cylinders,gas,130465.0,clean,automatic,fwd,mid-size,SUV,red,very-high
374,3699,16.0,normal,excellent,5 cylinders,gas,101256.0,clean,automatic,fwd,mid-size,convertible,grey,very-high
375,28990,3.0,luxury,excellent,4 cylinders,gas,35339.0,clean,automatic,fwd,full-size,SUV,white,high
376,1750,23.0,normal,good,6 cylinders,gas,163000.0,clean,automatic,4wd,mid-size,SUV,green,very-high
377,31990,3.0,luxury,excellent,4 cylinders,gas,40149.0,clean,automatic,rwd,compact,coupe,black,high
378,22990,4.0,luxury,excellent,4 cylinders,gas,69998.0,clean,automatic,rwd,compact,convertible,white,very-high
379,4600,16.0,normal,excellent,6 cylinders,gas,54000.0,clean,automatic,fwd,mid-size,sedan,white,very-high
380,9300,5.0,normal,excellent,4 cylinders,gas,20800.0,clean,automatic,fwd,compact,hatchback,silver,high
381,0,11.0,normal,good,4 cylinders,gas,136000.0,clean,automatic,fwd,compact,sedan,silver,very-high
382,1500,26.0,normal,good,4 cylinders,gas,208475.0,clean,automatic,fwd,full-size,van,grey,very-high
383,2995,14.0,normal,good,6 cylinders,gas,0.0,clean,automatic,rwd,full-size,SUV,silver,low
384,28999,4.0,normal,excellent,8 cylinders,gas,87191.0,clean,automatic,4wd,full-size,truck,custom,very-high
385,10995,6.0,normal,excellent,6 cylinders,gas,151857.0,clean,automatic,fwd,full-size,SUV,brown,very-high
386,11999,5.0,normal,excellent,4 cylinders,gas,70873.0,clean,automatic,fwd,full-size,sedan,grey,very-high
387,12999,4.0,normal,excellent,4 cylinders,gas,49454.0,clean,automatic,fwd,mid-size,hatchback,grey,high
388,29500,3.0,normal,like new,8 cylinders,gas,44713.0,clean,automatic,rwd,compact,coupe,silver,high
389,7500,25.0,normal,excellent,8 cylinders,gas,98000.0,clean,automatic,4wd,full-size,SUV,black,very-high
390,2500,16.0,luxury,fair,8 cylinders,gas,250.0,clean,automatic,4wd,full-size,SUV,white,low
391,6850,18.0,normal,excellent,8 cylinders,gas,208397.0,clean,automatic,rwd,full-size,pickup,black,very-high
392,7500,14.0,normal,good,8 cylinders,gas,142000.0,clean,automatic,rwd,full-size,SUV,blue,very-high
393,3800,23.0,normal,good,4 cylinders,gas,199000.0,clean,manual,rwd,compact,truck,green,very-high
394,8900,12.0,luxury,excellent,6 cylinders,gas,156000.0,clean,automatic,fwd,full-size,SUV,grey,very-high
395,16495,8.0,luxury,good,6 cylinders,gas,237439.0,clean,automatic,rwd,full-size,van,white,very-high
396,17995,10.0,normal,good,6 cylinders,gas,113695.0,clean,automatic,rwd,full-size,truck,brown,very-high
397,22995,4.0,normal,good,6 cylinders,gas,101976.0,clean,automatic,fwd,full-size,van,white,very-high
398,24995,6.0,normal,good,8 cylinders,gas,128010.0,clean,automatic,4wd,full-size,truck,blue,very-high
399,10995,11.0,luxury,good,6 cylinders,gas,135531.0,clean,automatic,4wd,full-size,SUV,silver,very-high
400,10995,13.0,normal,good,8 cylinders,gas,206671.0,clean,automatic,rwd,full-size,truck,silver,very-high
401,7995,14.0,normal,good,4 cylinders,gas,142911.0,clean,manual,4wd,full-size,SUV,silver,very-high
402,24995,5.0,normal,good,8 cylinders,gas,129699.0,clean,automatic,rwd,full-size,truck,grey,very-high
403,18995,7.0,normal,good,6 cylinders,gas,166509.0,clean,automatic,rwd,full-size,truck,black,very-high
404,14680,1.0,normal,excellent,4 cylinders,gas,14164.0,clean,automatic,fwd,compact,sedan,white,average
405,9180,5.0,normal,excellent,4 cylinders,gas,90670.0,clean,automatic,fwd,mid-size,SUV,brown,very-high
406,11500,11.0,normal,excellent,8 cylinders,gas,163679.0,clean,automatic,4wd,full-size,truck,white,very-high
407,6999,13.0,normal,excellent,6 cylinders,gas,111152.0,clean,automatic,4wd,mid-size,SUV,white,very-high
408,10995,4.0,normal,excellent,4 cylinders,gas,84779.0,clean,automatic,fwd,compact,sedan,black,very-high
409,6995,17.0,normal,excellent,8 cylinders,gas,149051.0,clean,automatic,rwd,full-size,truck,blue,very-high
410,11480,7.0,normal,excellent,8 cylinders,gas,156300.0,clean,automatic,fwd,full-size,truck,silver,very-high
411,9500,9.0,normal,excellent,8 cylinders,gas,173887.0,clean,automatic,rwd,full-size,SUV,white,very-high
412,22990,6.0,normal,excellent,8 cylinders,gas,75206.0,clean,automatic,rwd,full-size,truck,black,very-high
413,10995,6.0,normal,excellent,4 cylinders,gas,93267.0,clean,automatic,fwd,full-size,SUV,grey,very-high
414,6995,12.0,normal,excellent,6 cylinders,gas,132148.0,clean,automatic,rwd,mid-size,sedan,black,very-high
415,7995,8.0,normal,excellent,6 cylinders,gas,97381.0,clean,automatic,fwd,full-size,van,silver,very-high
416,9995,6.0,normal,excellent,4 cylinders,gas,60592.0,clean,automatic,fwd,compact,sedan,white,very-high
417,8680,8.0,normal,excellent,4 cylinders,gas,69330.0,clean,automatic,fwd,compact,sedan,grey,very-high
418,25995,5.0,normal,good,8 cylinders,gas,174699.0,clean,automatic,4wd,full-size,truck,white,very-high
419,6995,12.0,normal,good,4 cylinders,gas,93982.0,clean,automatic,fwd,full-size,SUV,silver,very-high
420,18995,8.0,normal,good,6 cylinders,gas,114733.0,clean,automatic,fwd,full-size,van,grey,very-high
421,9995,7.0,normal,good,4 cylinders,gas,115067.0,clean,automatic,fwd,full-size,SUV,grey,very-high
422,7995,8.0,normal,excellent,6 cylinders,gas,97406.0,clean,automatic,fwd,mid-size,SUV,brown,very-high
423,7995,5.0,normal,excellent,4 cylinders,gas,94716.0,clean,automatic,fwd,compact,hatchback,white,very-high
424,10995,4.0,normal,excellent,4 cylinders,gas,86330.0,clean,automatic,fwd,compact,sedan,black,very-high
425,26900,5.0,normal,excellent,6 cylinders,gas,61478.0,clean,automatic,4wd,mid-size,SUV,red,very-high
426,2800,12.0,normal,good,6 cylinders,gas,209000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
427,500,1.0,normal,excellent,4 cylinders,other,19745.0,clean,automatic,fwd,compact,sedan,black,high
428,5200,31.0,normal,good,8 cylinders,gas,100000.0,clean,automatic,rwd,full-size,pickup,blue,very-high
429,7950,12.0,luxury,good,6 cylinders,gas,124600.0,clean,automatic,fwd,mid-size,wagon,white,very-high
